Date,Open,High,Low,Close,Volume,Change
2019-08-09,60500,68900,53900,54600,324642,
2019-08-12,54400,56200,53000,53600,166709,-0.01831501831501836
2019-08-13,52600,53200,51400,51800,163852,-0.03358208955223885
2019-08-14,52400,52900,51900,51900,95402,0.0019305019305020377
2019-08-16,51200,51800,50000,51100,63207,-0.015414258188824692
2019-08-19,51700,54100,51400,52500,82918,0.027397260273972712
2019-08-20,53200,53800,52500,53800,37312,0.024761904761904763
2019-08-21,53800,56000,53200,55000,41778,0.02230483271375472
2019-08-22,55000,56700,55000,56400,27663,0.025454545454545396
2019-08-23,55900,56600,55300,56100,23459,-0.005319148936170248
2019-08-26,55000,55600,54400,54700,15880,-0.024955436720142554
2019-08-27,54600,55400,53700,53700,29742,-0.018281535648994485
2019-08-28,53800,55000,53800,54900,19888,0.022346368715083775
2019-08-29,54900,56000,54900,55100,24045,0.0036429872495447047
2019-08-30,55900,56900,55300,56000,43353,0.016333938294010864
2019-09-02,55600,56700,55600,55900,21667,-0.0017857142857142794
2019-09-03,55700,56600,55600,56100,16112,0.003577817531305927
2019-09-04,56200,56900,56000,56700,20227,0.010695187165775444
2019-09-05,56500,57900,56500,57100,25974,0.007054673721340388
2019-09-06,57000,57200,55800,56400,19068,-0.012259194395796813
2019-09-09,56100,56900,56100,56500,19077,0.0017730496453900457
2019-09-10,56200,57100,56200,56900,23658,0.0070796460176991705
2019-09-11,56900,57900,56900,57300,23952,0.007029876977152849
2019-09-16,57300,59500,57300,59200,36697,0.03315881326352521
2019-09-17,59100,59600,58400,59600,15415,0.006756756756756799
2019-09-18,59800,61800,59600,61400,42333,0.030201342281879207
2019-09-19,61100,61600,59900,60400,27465,-0.016286644951140072
2019-09-20,60000,60600,59600,59600,18050,-0.013245033112582738
2019-09-23,59600,60500,59600,60200,9996,0.010067114093959662
2019-09-24,60200,61100,60100,60800,13232,0.009966777408637828
2019-09-25,60500,61200,59800,60300,19400,-0.008223684210526327
2019-09-26,60300,60900,59900,60800,12373,0.008291873963515828
2019-09-27,60700,60800,59600,60000,5727,-0.013157894736842146
2019-09-30,59800,60300,59200,60000,7029,0.0
2019-10-01,59200,61500,59200,61300,16144,0.021666666666666723
2019-10-02,60300,61000,58400,59300,15671,-0.03262642740619903
2019-10-04,59300,59300,56700,56700,25903,-0.04384485666104554
2019-10-07,56700,57700,56600,57300,10459,0.010582010582010692
2019-10-08,56400,58600,56400,58500,11961,0.020942408376963373
2019-10-10,58700,58700,57300,57700,9018,-0.013675213675213627
2019-10-11,58000,59200,57700,59200,9796,0.025996533795493937
2019-10-14,59400,60800,59400,60800,14460,0.027027027027026973
2019-10-15,60800,61000,59900,60800,12311,0.0
2019-10-16,60900,61300,60400,61300,7863,0.008223684210526327
2019-10-17,61300,61300,60300,60900,6500,-0.006525285481239762
2019-10-18,61200,61800,60000,61200,18421,0.0049261083743843415
2019-10-21,61200,61200,60300,61000,8771,-0.0032679738562091387
2019-10-22,61000,61700,60300,60500,6851,-0.008196721311475419
2019-10-23,61000,61000,58900,59800,8486,-0.011570247933884281
2019-10-24,60100,60500,58800,60500,9073,0.0117056856187292
2019-10-25,60200,60700,59700,60700,5722,0.0033057851239668423
2019-10-28,60700,60900,59600,60700,12668,0.0
2019-10-29,60500,61300,60400,61000,8600,0.0049423393739702615
2019-10-30,60400,61000,60100,60300,8427,-0.011475409836065542
2019-10-31,59900,61100,59900,60900,14454,0.00995024875621886
2019-11-01,60900,62300,60100,62100,16976,0.019704433497536922
2019-11-04,62400,64600,62400,64500,24806,0.03864734299516903
2019-11-05,64700,66800,64000,66800,18768,0.0356589147286821
2019-11-06,66900,67200,65500,66500,11742,-0.004491017964071808
2019-11-07,66500,66900,65800,66900,7704,0.006015037593984918
2019-11-08,66900,66900,65500,66200,8895,-0.010463378176382654
2019-11-11,65900,66200,64300,65000,5303,-0.01812688821752262
2019-11-12,65000,68000,65000,67600,18753,0.040000000000000036
2019-11-13,67600,67600,66200,66700,6104,-0.013313609467455634
2019-11-14,66100,67100,66000,67100,5527,0.0059970014992503096
2019-11-15,67100,68000,66500,67400,7032,0.0044709388971684305
2019-11-18,67400,67700,66300,67700,9536,0.004451038575667754
2019-11-19,67100,67500,66200,66800,5721,-0.013293943870014813
2019-11-20,66300,67000,65000,66200,12392,-0.008982035928143728
2019-11-21,66200,66200,63700,64500,18465,-0.025679758308157052
2019-11-22,63700,66400,63700,66200,17832,0.02635658914728678
2019-11-25,66200,67000,66200,67000,7024,0.012084592145015005
2019-11-26,66800,67000,66200,66700,16069,-0.004477611940298498
2019-11-27,66700,67200,66200,66400,6192,-0.004497751124437732
2019-11-28,66500,66800,66000,66700,2370,0.004518072289156683
2019-11-29,66200,66800,65500,66600,3977,-0.0014992503748125774
2019-12-02,66800,66900,66400,66900,5968,0.0045045045045044585
2019-12-03,66600,66900,65300,66500,10794,-0.005979073243647215
2019-12-04,65500,66300,65500,66300,4934,-0.003007518796992459
2019-12-05,66300,66800,64400,65400,6511,-0.013574660633484115
2019-12-06,66000,66000,64900,65800,2749,0.006116207951070374
2019-12-09,65800,65900,62000,65400,5149,-0.006079027355623046
2019-12-10,65800,69800,65600,69700,26959,0.06574923547400613
2019-12-11,69200,69800,68700,69800,8834,0.0014347202295552641
2019-12-12,69900,70200,69000,69800,10880,0.0
2019-12-13,70100,70100,68900,70000,9387,0.002865329512893977
2019-12-16,69800,70000,69400,69900,5531,-0.0014285714285714457
2019-12-17,69800,70800,69400,70800,8801,0.012875536480686733
2019-12-18,70300,70900,69600,70200,12897,-0.008474576271186418
2019-12-19,69500,71000,69500,71000,7370,0.01139601139601143
2019-12-20,71000,71200,70300,71000,9544,0.0
2019-12-23,70800,71200,70400,71200,16383,0.0028169014084507005
2019-12-24,71200,71400,70800,71200,7509,0.0
2019-12-26,71200,72000,70700,72000,14636,0.011235955056179803
2019-12-27,71900,72300,71000,71700,32566,-0.004166666666666652
2019-12-30,71300,72500,71300,72400,6950,0.009762900976290068
2020-01-02,72500,72600,69700,70600,16853,-0.024861878453038666
2020-01-03,70200,71000,68800,69800,16856,-0.011331444759206777
2020-01-06,69200,69400,67200,68000,11824,-0.025787965616045794
2020-01-07,68800,68800,67400,68600,9242,0.008823529411764675
2020-01-08,68600,68600,66300,68000,23716,-0.008746355685131157
2020-01-09,68000,68500,67000,67300,14945,-0.010294117647058787
2020-01-10,67300,67900,66800,67200,9398,-0.0014858841010401136
2020-01-13,67200,68100,67000,68100,12174,0.013392857142857206
2020-01-14,67900,69200,67600,68500,10708,0.005873715124816492
2020-01-15,68500,68800,67600,68500,4258,0.0
2020-01-16,68500,68600,67900,68600,5097,0.0014598540145984717
2020-01-17,68700,69100,68200,68800,4867,0.00291545189504383
2020-01-20,68600,69000,68400,68600,3189,-0.0029069767441860517
2020-01-21,68600,68600,68000,68400,1516,-0.002915451895043719
2020-01-22,68400,68700,67200,67900,9355,-0.007309941520467822
2020-01-23,67000,67400,65900,67100,18055,-0.01178203240058906
2020-01-28,65500,65900,63000,64100,24162,-0.04470938897168408
2020-01-29,64800,64800,62900,63200,10533,-0.01404056162246492
2020-01-30,63300,63700,62200,62500,7170,-0.011075949367088556
2020-01-31,63600,63600,61800,62000,10163,-0.008000000000000007
2020-02-03,61900,62300,61000,61600,11537,-0.006451612903225823
2020-02-04,61700,63800,61000,63800,7346,0.03571428571428581
2020-02-05,64200,64200,62300,63000,4633,-0.01253918495297801
2020-02-06,63000,64500,63000,64500,7281,0.023809523809523725
2020-02-07,64400,64400,63600,64300,3498,-0.0031007751937984773
2020-02-10,64500,64500,62500,63400,11396,-0.013996889580093264
2020-02-11,63900,64400,63100,63900,8564,0.007886435331230235
2020-02-12,64100,66400,62000,66300,13978,0.03755868544600949
2020-02-13,67100,71400,67100,70500,63991,0.06334841628959276
2020-02-14,70500,71800,68900,70300,16540,-0.0028368794326241176
2020-02-17,70300,70500,69300,70300,9774,0.0
2020-02-18,70200,70300,69200,69700,3877,-0.008534850640113834
2020-02-19,70000,70200,68100,69200,8544,-0.00717360114777621
2020-02-20,69200,69900,68800,69400,21514,0.0028901734104045396
2020-02-21,69200,69400,66800,67600,8620,-0.025936599423631135
2020-02-24,66900,66900,64700,65200,8780,-0.035502958579881616
2020-02-25,64500,65900,62600,65300,46074,0.0015337423312884457
2020-02-26,64300,65000,63300,64500,3616,-0.01225114854517606
2020-02-27,63900,64200,62000,63500,10416,-0.015503875968992276
2020-02-28,62900,62900,59900,60800,17241,-0.04251968503937009
2020-03-02,60500,61400,59300,60200,10686,-0.009868421052631526
2020-03-03,60800,61700,60300,61200,8714,0.01661129568106312
2020-03-04,60200,62300,60200,62200,10225,0.016339869281045694
2020-03-05,62400,62700,61700,62300,3615,0.001607717041800738
2020-03-06,62100,62100,59800,60800,14649,-0.024077046548956704
2020-03-09,60000,60000,58500,58800,12107,-0.03289473684210531
2020-03-10,58000,58000,56000,57100,26165,-0.028911564625850317
2020-03-11,57500,57600,53000,53800,39581,-0.05779334500875655
2020-03-12,52600,53000,50000,50700,50324,-0.05762081784386619
2020-03-13,47050,47050,41750,45650,133790,-0.09960552268244571
2020-03-16,46000,46500,43800,45100,43214,-0.012048192771084376
2020-03-17,42000,44850,42000,44350,33305,-0.016629711751662946
2020-03-18,44950,45300,41700,41750,54175,-0.05862457722660652
2020-03-19,41800,42400,36200,36350,64858,-0.12934131736526944
