Date,Open,High,Low,Close,Volume,Change
2020-09-22,65000,69500,45500,45500,708165,
2020-09-23,45000,47000,34250,39450,1705999,-0.13296703296703294
2020-09-24,37000,41450,36100,37150,570786,-0.0583016476552598
2020-09-25,38000,44850,35650,36050,725075,-0.02960969044414541
2020-09-28,37500,38850,35650,35700,117575,-0.009708737864077666
2020-09-29,36350,36800,33700,35800,182542,0.0028011204481792618
2020-10-05,35000,35450,34000,34500,107052,-0.03631284916201116
2020-10-06,34700,35600,33800,33950,111685,-0.01594202898550723
2020-10-07,33750,33850,33350,33500,56396,-0.013254786450662692
2020-10-08,33750,33950,31750,31750,119881,-0.052238805970149294
2020-10-12,31750,31800,29600,29950,148506,-0.056692913385826826
2020-10-13,30050,32800,28900,30450,346565,0.016694490818029983
2020-10-14,30500,36950,30100,33250,678497,0.09195402298850586
2020-10-15,32900,33000,30200,30200,182621,-0.09172932330827066
2020-10-16,29700,31450,27650,28650,133464,-0.05132450331125826
2020-10-19,29350,31600,28350,29650,108317,0.034904013961605695
2020-10-20,29300,30500,28950,29700,58022,0.001686340640809414
2020-10-21,29950,31150,29350,30200,44544,0.01683501683501687
2020-10-22,30050,30950,29400,30100,57802,-0.0033112582781457123
2020-10-23,30300,30550,29150,29150,52268,-0.031561461794019974
2020-10-26,29150,29200,26750,26900,63753,-0.07718696397941682
2020-10-27,26350,28350,26100,26700,74178,-0.0074349442379182396
2020-10-28,27000,27300,26600,26750,40855,0.001872659176029856
2020-10-29,25750,26700,25700,26250,33551,-0.01869158878504673
2020-10-30,26150,27250,25750,25850,42508,-0.015238095238095273
2020-11-02,26000,26150,25200,25350,35197,-0.01934235976789167
2020-11-03,25700,25750,24800,24850,73326,-0.01972386587771202
2020-11-04,24900,26250,24700,25250,77755,0.016096579476861272
2020-11-05,25250,26500,25200,25700,47388,0.017821782178217838
2020-11-06,26050,26100,25400,25650,24525,-0.0019455252918287869
2020-11-09,25800,28800,25800,27400,177347,0.06822612085769975
2020-11-10,27050,28500,26600,27800,85574,0.014598540145985384
2020-11-11,27900,28150,27150,27350,34459,-0.01618705035971224
2020-11-12,27500,28250,27150,27300,35204,-0.001828153564899404
2020-11-13,27300,27800,26650,26750,31266,-0.020146520146520186
2020-11-16,27000,27000,26150,26250,31265,-0.01869158878504673
2020-11-17,26000,28800,25950,27200,76604,0.036190476190476106
2020-11-18,27250,27300,26600,26950,33884,-0.009191176470588203
2020-11-19,26850,27300,26150,26500,34016,-0.016697588126159513
2020-11-20,26350,26750,26000,26100,25331,-0.015094339622641506
2020-11-23,25850,26700,25850,26100,34511,0.0
2020-11-24,26450,26450,25650,25950,31760,-0.005747126436781658
2020-11-25,26100,26450,25450,26150,41919,0.007707129094412402
2020-11-26,26900,28650,26650,27100,111785,0.03632887189292533
2020-11-27,27150,27150,26200,26700,39966,-0.014760147601476037
2020-11-30,26700,26700,26000,26400,26512,-0.011235955056179803
2020-12-01,26450,27300,25900,26900,44437,0.018939393939394034
2020-12-02,27000,27050,26200,26400,24042,-0.018587360594795488
2020-12-03,26100,26400,25850,25900,29168,-0.018939393939393923
2020-12-04,26150,26150,25500,25750,22151,-0.00579150579150578
2020-12-07,25500,25550,24700,24900,32483,-0.03300970873786413
2020-12-08,24700,25650,24450,24800,27227,-0.004016064257028162
2020-12-09,24850,25300,24550,24850,16928,0.002016129032258007
2020-12-10,24800,25650,24500,25500,29539,0.026156941649899457
2020-12-11,25500,26050,25350,25900,21710,0.015686274509803866
2020-12-14,26050,26050,25400,25900,19181,0.0
2020-12-15,25650,26000,25400,25850,13067,-0.0019305019305019266
2020-12-16,25900,26050,25350,25400,19775,-0.01740812379110257
2020-12-17,25350,25550,24800,25200,26000,-0.007874015748031482
2020-12-18,25250,26700,24950,26450,68488,0.04960317460317465
2020-12-21,26400,26900,25650,26600,29721,0.005671077504725952
2020-12-22,26150,26750,25500,25800,28157,-0.03007518796992481
2020-12-23,25900,26400,25250,25750,26856,-0.0019379844961240345
2020-12-24,25900,26050,25500,25750,15932,0.0
2020-12-28,25800,26200,25400,25750,17211,0.0
2020-12-29,25450,26100,25200,26100,17400,0.013592233009708687
2020-12-30,26100,27350,25700,27250,62736,0.044061302681992265
