Date,Open,High,Low,Close,Volume,Change
2019-12-26,52400,54900,50000,54100,798766,
2019-12-27,53200,54400,52700,54000,66735,-0.001848428835489857
2019-12-30,53900,55900,53600,54600,51972,0.011111111111111072
2020-01-02,54700,55800,53500,54900,46472,0.005494505494505475
2020-01-03,55800,56200,54500,54500,30370,-0.007285974499089298
2020-01-06,53700,55000,53600,54000,30172,-0.00917431192660545
2020-01-07,54000,57500,54000,56400,95709,0.04444444444444451
2020-01-08,56500,57300,55300,55500,42793,-0.015957446808510634
2020-01-09,56200,56600,55200,55200,29647,-0.00540540540540535
2020-01-10,55500,57200,55400,57000,46043,0.032608695652173836
2020-01-13,57800,60800,57100,59800,61427,0.04912280701754379
2020-01-14,60000,61200,59100,59600,23448,-0.0033444816053511683
2020-01-15,59600,60600,59600,60100,16699,0.008389261744966348
2020-01-16,60100,60900,59300,60900,23249,0.01331114808652245
2020-01-17,60700,61700,60000,60200,22730,-0.011494252873563204
2020-01-20,60200,61000,56100,56600,47037,-0.05980066445182719
2020-01-21,56700,57700,55700,56000,13939,-0.010600706713780883
2020-01-22,56500,56900,55200,56700,13141,0.012499999999999956
2020-01-23,56000,56600,54700,55000,18894,-0.029982363315696703
2020-01-28,52000,52400,50400,51000,34854,-0.07272727272727275
2020-01-29,51200,52500,50300,51700,22784,0.013725490196078383
2020-01-30,51200,51500,48500,49200,24121,-0.048355899419729176
2020-01-31,49850,49900,48450,48450,13029,-0.015243902439024404
2020-02-03,47250,49850,47250,49800,14651,0.02786377708978338
2020-02-04,49800,50500,48500,49750,11485,-0.0010040160642570406
2020-02-05,50400,50500,45650,45950,35523,-0.07638190954773871
2020-02-06,46500,47000,45900,46800,16418,0.018498367791077275
2020-02-07,46950,46950,46250,46300,6232,-0.010683760683760646
2020-02-10,46700,46700,45700,46000,6433,-0.006479481641468721
2020-02-11,46100,47150,46050,46450,5250,0.009782608695652284
2020-02-12,46900,48300,46450,48300,7116,0.03982777179763186
