Date,Open,High,Low,Close,Volume,Change
2018-01-05,57000,57000,40600,45700,466413,
2018-01-08,46300,46600,43150,44250,100013,-0.03172866520787743
2018-01-09,44300,47350,44100,44300,141100,0.001129943502824915
2018-01-10,44800,45300,43400,43400,65578,-0.020316027088036148
2018-01-11,43400,44200,42550,42650,31631,-0.017281105990783363
2018-01-12,43000,43000,40650,42000,65543,-0.015240328253223967
2018-01-15,42550,43600,41600,42200,43778,0.004761904761904745
2018-01-16,42150,42250,41450,41800,17726,-0.009478672985781977
2018-01-17,41950,42300,40900,41200,19885,-0.014354066985645897
2018-01-18,41800,41950,41000,41300,8980,0.0024271844660195274
2018-01-19,41250,41750,40950,40950,13079,-0.008474576271186418
2018-01-22,40950,40950,40000,40500,18956,-0.01098901098901095
2018-01-23,40400,40750,40100,40400,11712,-0.0024691358024691024
2018-01-24,40450,41400,40350,41100,8851,0.017326732673267342
2018-01-25,40850,41050,40200,40500,17889,-0.014598540145985384
2018-01-26,40500,40750,40200,40400,13496,-0.0024691358024691024
2018-01-29,40800,40800,40200,40450,12204,0.0012376237623761277
2018-01-30,40450,41200,40250,41000,29371,0.013597033374536549
2018-01-31,40700,41050,40400,40750,14649,-0.0060975609756097615
2018-02-01,40750,40750,40150,40350,12496,-0.009815950920245453
2018-02-02,40350,40350,39550,39650,13965,-0.01734820322180919
2018-02-05,38850,39000,37550,37900,21227,-0.04413619167717531
2018-02-06,35750,36950,35250,36800,29916,-0.02902374670184693
2018-02-07,37150,37200,35850,35850,11584,-0.025815217391304324
2018-02-08,35200,36050,35200,36000,13888,0.004184100418409997
2018-02-09,35100,35800,34850,35000,21823,-0.02777777777777779
2018-02-12,35000,35000,33550,33950,49647,-0.030000000000000027
2018-02-13,38950,39100,35100,35200,117172,0.036818851251841034
2018-02-14,35350,35400,33950,34550,28989,-0.01846590909090906
2018-02-19,35100,35950,35100,35650,21793,0.03183791606367592
2018-02-20,35700,36300,35350,35650,17291,0.0
2018-02-21,35650,36550,35600,36450,13088,0.02244039270687237
2018-02-22,36350,36500,35600,36050,15048,-0.010973936899862813
2018-02-23,36400,36400,35900,36300,9283,0.006934812760055475
2018-02-26,36600,36600,35700,36050,10608,-0.00688705234159781
2018-02-27,36000,36450,35600,35800,4618,-0.006934812760055475
2018-02-28,35900,36200,35500,35850,6572,0.0013966480446927498
2018-03-02,35350,35600,34950,35200,5799,-0.018131101813110173
2018-03-05,35750,35750,34300,34500,5483,-0.019886363636363646
2018-03-06,34500,35000,34400,35000,3427,0.01449275362318847
2018-03-07,35100,35350,34600,34800,5251,-0.005714285714285672
2018-03-08,35000,35450,34550,35100,3723,0.008620689655172376
2018-03-09,35150,35550,35100,35500,2844,0.01139601139601143
2018-03-12,35400,35750,35400,35700,5109,0.005633802816901401
2018-03-13,36050,36100,35650,35800,4493,0.0028011204481792618
2018-03-14,35950,35950,35400,35800,8099,0.0
2018-03-15,35900,35950,35500,35750,4218,-0.0013966480446927498
2018-03-16,35800,35850,35150,35600,7028,-0.004195804195804231
2018-03-19,35600,35600,35150,35300,8609,-0.008426966292134797
2018-03-20,35100,35200,34600,35000,4990,-0.008498583569405138
2018-03-21,35350,35350,34750,35100,4625,0.0028571428571428914
2018-03-22,35100,35400,35000,35100,6432,0.0
2018-03-23,34850,34850,34100,34100,6296,-0.028490028490028463
2018-03-26,34000,34250,33400,34200,7415,0.0029325513196480912
2018-03-27,34200,34450,33700,34000,7491,-0.005847953216374324
2018-03-28,33800,33950,33300,33500,6488,-0.014705882352941124
2018-03-29,33450,33650,33100,33500,3971,0.0
2018-03-30,33600,33700,33350,33700,2292,0.005970149253731405
2018-04-02,33900,33900,33050,33700,2431,0.0
2018-04-03,33400,33600,33300,33550,2819,-0.004451038575667643
2018-04-04,33550,33550,33200,33500,2883,-0.0014903129657227732
2018-04-05,33500,33500,33000,33250,4338,-0.007462686567164201
