Date,Open,High,Low,Close,Volume,Change
2016-01-04,375000,377500,369000,371000,31318,-0.017218543046357615
2016-01-05,366000,376000,362000,371000,63870,0.0
2016-01-06,371000,385000,369000,384000,64290,0.03504043126684642
2016-01-07,383000,394500,383000,388000,71632,0.01041666666666674
2016-01-08,385500,393500,376000,390500,50029,0.006443298969072142
2016-01-11,386500,396500,386500,391500,46899,0.00256081946222797
2016-01-12,392000,401000,388500,396500,70410,0.012771392081736943
2016-01-13,402000,426000,400500,422500,140103,0.06557377049180335
2016-01-14,417500,428000,412000,421000,91786,-0.0035502958579881616
2016-01-15,424500,424500,406500,409500,61341,-0.027315914489311144
2016-01-18,404500,420500,402000,417000,48141,0.01831501831501825
2016-01-19,420000,427500,415500,416500,51557,-0.0011990407673860837
2016-01-20,418000,429500,405500,415500,68099,-0.0024009603841537164
2016-01-21,420500,422000,411500,417000,32845,0.0036101083032491488
2016-01-22,420500,421000,409500,413500,36777,-0.008393285371702586
2016-01-25,421000,422000,408000,410000,55390,-0.008464328899637219
2016-01-26,411000,418500,404000,412500,39421,0.0060975609756097615
2016-01-27,418500,418500,398000,400500,78787,-0.029090909090909056
2016-01-28,400500,410000,398500,403500,42828,0.0074906367041198685
2016-01-29,403500,412000,400000,411500,61955,0.019826517967781898
2016-02-01,409500,422000,406500,412500,40923,0.002430133657351119
2016-02-02,410000,413000,402000,409000,46808,-0.00848484848484854
2016-02-03,404000,408000,400000,405000,42836,-0.009779951100244544
2016-02-04,405000,405000,394500,399500,72320,-0.013580246913580285
2016-02-05,385000,387000,369000,374500,226425,-0.06257822277847314
2016-02-11,365500,374000,361000,368000,79769,-0.01735647530040052
2016-02-12,364000,366500,350000,356000,86421,-0.03260869565217395
2016-02-15,356000,360500,354500,355500,45563,-0.001404494382022503
2016-02-16,355500,368000,355500,364000,51575,0.02390998593530247
2016-02-17,360500,366000,350500,355000,67557,-0.02472527472527475
2016-02-18,361500,361500,350000,354000,83462,-0.0028169014084507005
2016-02-19,354000,369000,352500,365500,59666,0.03248587570621475
2016-02-22,363000,368000,362000,365000,34423,-0.001367989056087593
2016-02-23,367000,368500,360500,364500,39360,-0.00136986301369868
2016-02-24,366500,369000,363000,365500,28411,0.00274348422496562
2016-02-25,367000,368500,356500,359500,52493,-0.01641586867305067
2016-02-26,361500,362000,357500,360500,29215,0.0027816411682892728
2016-02-29,360500,367500,358000,362000,46901,0.004160887656033285
2016-03-02,366500,367500,356500,362500,74424,0.0013812154696133394
2016-03-03,363000,363000,355500,362000,41863,-0.0013793103448276334
2016-03-04,361500,362500,356000,357000,55906,-0.013812154696132617
2016-03-07,358000,368500,357500,361500,72815,0.012605042016806678
2016-03-08,361500,367500,359500,366000,51233,0.012448132780082943
2016-03-09,366000,382000,365000,381000,87007,0.040983606557376984
2016-03-10,380000,382500,374000,382500,53005,0.003937007874015741
2016-03-11,382500,383000,374500,377500,38213,-0.013071895424836555
2016-03-14,377500,382000,374500,376000,35568,-0.003973509933774877
2016-03-15,377500,381000,374000,379500,21811,0.009308510638297962
2016-03-16,381500,383000,373000,377000,30434,-0.006587615283267456
2016-03-17,378500,383500,376000,377000,46508,0.0
2016-03-18,377500,390000,377000,388000,74870,0.02917771883289122
2016-03-21,387000,390000,373000,374500,79692,-0.03479381443298968
2016-03-22,375500,377500,364500,367000,67901,-0.020026702269692942
2016-03-23,368500,370500,366000,368500,36099,0.004087193460490468
2016-03-24,366000,367000,357500,360500,79370,-0.02170963364993217
2016-03-25,358500,361500,356000,359000,37239,-0.004160887656033285
2016-03-28,359000,362000,355500,357000,43463,-0.005571030640668551
2016-03-29,355000,356500,342000,352500,116370,-0.012605042016806678
2016-03-30,350500,353500,348000,353000,61119,0.0014184397163119478
2016-03-31,353000,353000,342500,347500,81477,-0.015580736543909346
2016-04-01,350000,350000,343500,345500,46797,-0.0057553956834532904
2016-04-04,343500,345000,340000,341500,60300,-0.01157742402315487
2016-04-05,342000,349500,341500,345500,39731,0.01171303074670571
2016-04-06,347500,361500,343000,361500,91499,0.04630969609261948
2016-04-07,359000,361500,352500,360500,49719,-0.0027662517289073207
2016-04-08,354500,357500,351500,357500,41557,-0.00832177531206657
2016-04-11,358000,361000,356000,357500,26657,0.0
2016-04-12,358000,359500,353000,358000,20300,0.0013986013986013734
2016-04-14,358500,361000,351500,357000,59125,-0.0027932960893854997
2016-04-15,354500,364500,354500,361500,38793,0.012605042016806678
2016-04-18,357500,368500,356500,368000,43209,0.017980636237897585
2016-04-19,365500,368000,359000,365000,54353,-0.008152173913043459
2016-04-20,364500,367000,362000,365500,25255,0.00136986301369868
2016-04-21,365500,369500,363500,369500,31301,0.010943912448700521
2016-04-22,369000,372500,365500,371000,27194,0.004059539918809252
2016-04-25,367500,372000,363500,370000,26546,-0.0026954177897574594
