Date,Open,High,Low,Close,Volume,Change
2017-04-11,18400,23650,13700,21550,1555005,
2017-04-12,21500,24150,19750,20450,1189603,-0.051044083526682105
2017-04-13,20000,20700,17200,17800,575045,-0.1295843520782396
2017-04-14,17500,23100,16550,19100,1159930,0.0730337078651686
2017-04-17,19100,21300,17850,18100,585832,-0.05235602094240843
2017-04-18,18450,18500,17050,17550,203649,-0.03038674033149169
2017-04-19,17650,17800,16300,16450,120162,-0.06267806267806264
2017-04-20,16700,17000,15650,16350,148678,-0.006079027355623046
2017-04-21,16050,16700,15800,15900,53513,-0.02752293577981646
2017-04-24,16150,16150,14250,14550,100831,-0.08490566037735847
2017-04-25,14700,14950,14000,14150,91601,-0.027491408934707917
2017-04-26,14150,14350,13750,13900,67106,-0.017667844522968212
2017-04-27,13800,17250,13800,15500,710823,0.1151079136690647
2017-04-28,15700,16600,14150,14450,194979,-0.06774193548387097
2017-05-02,14450,14600,13950,14050,40583,-0.02768166089965396
2017-05-04,14150,14350,13950,14150,24433,0.007117437722419906
2017-05-08,14250,14650,13950,14000,22080,-0.010600706713780883
2017-05-10,14000,14300,13850,14000,27416,0.0
2017-05-11,14000,14100,13600,13800,29534,-0.014285714285714235
2017-05-12,13750,13950,13300,13800,18308,0.0
2017-05-15,14000,14000,13550,13650,7049,-0.010869565217391353
2017-05-16,13800,13850,13450,13550,14052,-0.0073260073260073
2017-05-17,13550,13750,13250,13450,10384,-0.0073800738007380184
2017-05-18,13200,13500,12900,13200,18221,-0.018587360594795488
2017-05-19,13150,14250,13150,13450,62410,0.018939393939394034
2017-05-22,14100,14100,13450,13550,19574,0.0074349442379182396
2017-05-23,13450,13900,13250,13650,16744,0.007380073800737907
2017-05-24,13700,13900,13500,13550,15864,-0.0073260073260073
2017-05-25,13650,14500,13400,13650,75485,0.007380073800737907
2017-05-26,13750,13800,13350,13600,26113,-0.00366300366300365
2017-05-29,13600,13900,13400,13600,36168,0.0
2017-05-30,13550,13700,13350,13600,20842,0.0
2017-05-31,13650,13950,13550,13600,27930,0.0
2017-06-01,13800,13900,13650,13650,8483,0.003676470588235281
2017-06-02,13800,13850,13200,13400,23055,-0.01831501831501836
2017-06-05,13500,13800,13400,13450,10852,0.003731343283582156
2017-06-07,13500,13600,13200,13400,20549,-0.0037174721189591198
2017-06-08,13400,13400,13150,13250,7784,-0.011194029850746245
2017-06-09,13150,13400,13100,13150,6720,-0.007547169811320753
2017-06-12,13350,13350,13000,13050,7159,-0.0076045627376425395
2017-06-13,13250,13250,13000,13150,15869,0.00766283524904221
2017-06-14,13200,13250,13000,13150,10561,0.0
2017-06-15,13250,13250,12900,13150,15273,0.0
2017-06-16,13250,13250,13000,13050,3846,-0.0076045627376425395
2017-06-19,13050,13300,12900,13050,8016,0.0
2017-06-20,12950,13150,12700,12850,7221,-0.01532567049808431
2017-06-21,12850,13350,12700,12900,22697,0.0038910505836575737
2017-06-22,13050,13050,12750,12800,3227,-0.007751937984496138
2017-06-23,12850,13000,12650,12800,7143,0.0
2017-06-26,12800,13000,12300,12450,8611,-0.02734375
2017-06-27,12500,12850,12450,12600,5076,0.012048192771084265
2017-06-28,12750,12750,12300,12550,4345,-0.003968253968253954
2017-06-29,12700,12700,12300,12500,3998,-0.003984063745019917
2017-06-30,12600,12600,12000,12050,13834,-0.03600000000000003
2017-07-03,12200,12400,11900,11900,7439,-0.012448132780082943
2017-07-04,11800,12000,11600,11700,7205,-0.01680672268907568
2017-07-05,11750,11950,11600,11900,3062,0.017094017094017033
2017-07-06,11800,12000,11650,11800,2795,-0.008403361344537785
2017-07-07,11800,12100,11600,11750,9515,-0.004237288135593209
2017-07-10,11850,11850,11450,11700,3914,-0.004255319148936176
2017-07-11,11750,12800,11700,12200,24566,0.042735042735042805
2017-07-12,12550,12550,11950,12200,6552,0.0
2017-07-13,12100,12350,11950,12200,8771,0.0
2017-07-14,12350,12350,11950,12200,2957,0.0
2017-07-17,12200,12350,11950,12200,2194,0.0
2017-07-18,12350,12350,11600,11800,5293,-0.032786885245901676
2017-07-19,11950,12250,11950,12200,11575,0.03389830508474567
2017-07-20,12250,13850,12150,12800,157557,0.049180327868852514
2017-07-21,13000,13450,12800,13150,39455,0.02734375
2017-07-24,13250,13400,12800,13250,17841,0.0076045627376426506
2017-07-25,13250,13500,12800,13000,28552,-0.018867924528301883
2017-07-26,13050,13200,12600,12900,13295,-0.007692307692307665
2017-07-27,13000,13150,12750,12750,5213,-0.011627906976744207
2017-07-28,12950,12950,12450,12750,6126,0.0
2017-07-31,12900,12900,12050,12250,13587,-0.039215686274509776
2017-08-01,12400,12500,12050,12500,4417,0.020408163265306145
2017-08-02,12500,12900,12300,12350,9888,-0.01200000000000001
2017-08-03,12450,12450,11850,12000,9575,-0.028340080971659964
2017-08-04,12300,13400,12050,12800,80115,0.06666666666666665
2017-08-07,12900,13700,12700,12800,47943,0.0
2017-08-08,12900,13050,12650,12750,11956,-0.00390625
2017-08-09,12850,12850,12500,12550,6533,-0.015686274509803977
2017-08-10,12650,12650,12100,12200,13893,-0.027888446215139417
2017-08-11,12000,12850,11850,12550,13780,0.028688524590164022
2017-08-14,12550,12700,11700,11800,27925,-0.05976095617529875
2017-08-16,11850,12200,11800,12000,23954,0.016949152542372836
2017-08-17,14450,15600,13850,15600,444734,0.30000000000000004
2017-08-18,16200,18950,13950,13950,1322258,-0.10576923076923073
2017-08-21,13800,14350,13550,13700,202443,-0.017921146953404965
2017-08-22,13650,13800,13100,13300,123501,-0.029197080291970767
2017-08-23,13100,13600,13000,13200,89959,-0.007518796992481258
2017-08-24,13200,13500,12950,12950,69303,-0.018939393939393923
2017-08-25,12950,13050,12700,12900,45844,-0.0038610038610038533
2017-08-28,12850,12950,12350,12350,37750,-0.04263565891472865
2017-08-29,12500,12700,12350,12700,38605,0.028340080971659853
2017-08-30,12750,12950,12550,12600,23970,-0.007874015748031482
2017-08-31,12650,12650,12200,12500,23048,-0.007936507936507908
2017-09-01,12550,12550,12150,12300,19914,-0.016000000000000014
2017-09-04,12000,12250,11900,12050,14518,-0.020325203252032575
2017-09-05,12150,12700,12000,12200,26557,0.012448132780082943
2017-09-06,12250,12500,12200,12300,13914,0.008196721311475308
2017-09-07,12300,12550,12250,12250,11135,-0.004065040650406471
2017-09-08,12250,12350,12000,12050,14042,-0.01632653061224487
2017-09-11,12100,12150,11850,11900,10422,-0.012448132780082943
2017-09-12,11950,12300,11950,12300,9335,0.03361344537815136
2017-09-13,12200,12300,11950,12100,8826,-0.016260162601625994
2017-09-14,12100,12200,11950,12000,4682,-0.008264462809917328
2017-09-15,12000,12100,11850,12100,5970,0.008333333333333304
2017-09-18,12200,12200,11900,11950,8412,-0.012396694214875992
2017-09-19,12000,13150,11900,12800,71233,0.07112970711297062
2017-09-20,12800,12950,12250,12300,44327,-0.0390625
2017-09-21,12250,12900,12200,12450,27556,0.012195121951219523
2017-09-22,12350,12350,11900,12000,27707,-0.03614457831325302
2017-09-25,12050,12050,11100,11200,27805,-0.06666666666666665
2017-09-26,11050,11400,11000,11200,16935,0.0
2017-09-27,11200,11400,11050,11100,6113,-0.008928571428571397
2017-09-28,11150,11650,11150,11400,14102,0.027027027027026973
2017-09-29,11550,11750,11250,11650,7050,0.021929824561403466
2017-10-10,11650,11700,11300,11350,5986,-0.025751072961373356
2017-10-11,11350,11550,11250,11350,3394,0.0
2017-10-12,11500,11500,11050,11250,7484,-0.008810572687224627
2017-10-13,11200,11350,11100,11150,9837,-0.008888888888888835
2017-10-16,11250,11350,11050,11250,8147,0.008968609865470878
2017-10-17,11300,11450,11100,11100,6418,-0.013333333333333308
2017-10-18,11250,11250,10900,11050,12526,-0.0045045045045044585
2017-10-19,11000,13900,11000,11150,794053,0.009049773755656076
2017-10-20,11200,11350,10900,11050,69759,-0.008968609865470878
2017-10-23,11100,11250,11000,11100,19293,0.004524886877828038
2017-10-24,11050,11150,11000,11100,21788,0.0
2017-10-25,11200,11250,11050,11100,15150,0.0
2017-10-26,11100,11200,11000,11100,12817,0.0
2017-10-27,11100,11250,11050,11100,19094,0.0
2017-10-30,11150,11300,11050,11250,19714,0.013513513513513598
2017-10-31,11350,11500,11250,11400,12279,0.01333333333333342
2017-11-01,11550,11550,11300,11400,9316,0.0
2017-11-02,11450,11500,11300,11400,4166,0.0
2017-11-03,11300,11550,11300,11300,21292,-0.00877192982456143
2017-11-06,11400,11400,11050,11100,19093,-0.017699115044247815
2017-11-07,11200,11350,11100,11250,11568,0.013513513513513598
2017-11-08,11250,11300,11100,11250,5331,0.0
2017-11-09,11250,11300,11150,11200,8022,-0.004444444444444473
2017-11-10,11250,11250,11100,11150,4261,-0.004464285714285698
2017-11-13,11150,11300,11100,11250,8326,0.008968609865470878
2017-11-14,11250,11300,11100,11200,12183,-0.004444444444444473
2017-11-15,11250,11250,10600,10600,37942,-0.0535714285714286
2017-11-16,10600,10750,10500,10600,8629,0.0
2017-11-17,10750,10750,10300,10550,11037,-0.004716981132075526
2017-11-20,10550,10550,10250,10350,25539,-0.018957345971563955
2017-11-21,10300,10500,10150,10200,8983,-0.01449275362318836
2017-11-22,10300,10300,10000,10150,17568,-0.004901960784313708
2017-11-23,10100,10300,10000,10100,8446,-0.0049261083743842304
2017-11-24,10100,10200,10050,10100,2629,0.0
2017-11-27,10100,10250,10000,10250,11418,0.014851485148514865
2017-11-28,10250,10350,10100,10100,8270,-0.014634146341463428
2017-11-29,10200,10250,10100,10150,2458,0.004950495049504955
2017-11-30,10200,10200,10100,10150,2947,0.0
2017-12-01,10100,10350,10100,10200,6997,0.0049261083743843415
2017-12-04,10200,10200,10000,10100,7113,-0.009803921568627416
2017-12-05,10050,10300,10000,10150,7648,0.004950495049504955
2017-12-06,10150,10500,10100,10300,18281,0.014778325123152802
2017-12-07,10300,10300,10050,10150,5591,-0.014563106796116498
2017-12-08,10100,10200,10000,10100,7869,-0.0049261083743842304
