code,open,high,low,close,volume,sq_change,sq_change10000
000020,10628.321108394459,10875.15892420538,10395.338223308883,10611.340668296658,451441.72697636514,0.000951524599681447,95.1524599681447
000030,13718.842105263158,13873.71052631579,13566.907894736842,14156.565789473685,1592197.9960526316,0.00023883710373077233,23.883710373077232
000040,3205.0130399348004,3268.528117359413,3137.7791361043196,3229.2110839445804,1243295.141809291,0.0012334263898282566,123.34263898282566
000050,13186.233088834555,13408.596577017115,12970.257538712307,13402.982885085574,38649.9641401793,0.0005330707027114583,53.30707027114583
000060,18285.819070904647,18510.42379788101,18045.867970660147,18283.9282803586,175775.07253463732,0.0003250634641807285,32.50634641807285
000070,98613.56968215159,100317.84841075794,97012.79543602282,98574.81662591686,18107.308068459657,0.0006503810617233379,65.0381061723338
000075,54476.894865525675,55044.13202933985,53745.19152404238,54492.13528932355,1359.4352078239608,0.00034268343039854014,34.26834303985402
000080,24864.262428687856,25210.268948655255,24514.955175224124,24867.644661776692,324346.3520782396,0.0003812308027401787,38.12308027401787
000087,17871.63814180929,18013.61043194784,17660.635696821515,17857.17196414018,4122.888345558272,0.00017361041324545328,17.36104132454533
000100,43465.55664221679,44116.37408312959,42818.47921760391,43533.224938875304,175915.89486552568,0.0005168912560033839,51.689125600338386
000105,36237.1499592502,36768.97473512632,35711.97799511002,36254.49714751426,7384.572942135289,0.0004928503643191586,49.285036431915856
000120,166301.54849225754,168599.837000815,163786.47106764466,166242.05378973106,61207.08720456398,0.0003685305712715074,36.85305712715074
000140,12011.923390383048,12201.320293398532,11799.568052159739,11999.698451507742,69984.74735126324,0.0004703926848481396,47.03926848481396
000145,11976.976365118175,12201.458842705786,11737.506112469438,11979.877750611247,22630.962510187448,0.0011410500406622726,114.10500406622727
000150,76023.38549307254,77333.55419722901,74765.49796251018,76900.73105134474,84431.68378158109,0.0007932129960965087,79.32129960965088
000155,57014.489812550935,57515.535452322736,56418.50937245314,57720.9087204564,14661.81825590872,0.00047644284601678705,47.644284601678706
000157,57669.60717196414,58530.27302363488,56643.62428687856,58328.41157294213,2885.239608801956,0.00120054121961487,120.054121961487
000180,2479.7074164629175,2521.434392828036,2439.39282803586,2522.909535452323,438709.64303178486,0.0006414235717873731,64.14235717873731
000210,77435.96251018746,78597.69111654442,76225.91687041565,77519.06356968216,207029.6283618582,0.0005340988175095376,53.40988175095376
000215,29852.187449062756,30262.704156479216,29397.9608801956,29956.07905460473,13306.682151589242,0.0004410858256751896,44.10858256751896
000220,6514.365933170334,6674.876935615322,6367.295843520782,6498.492257538713,205567.06030969846,0.001047734728597851,104.77347285978509
000225,4087.2559087204563,4198.222493887531,3985.676446617767,4076.434392828036,54265.69926650367,0.0012237581897668241,122.37581897668241
000227,10114.418907905461,10371.642216788916,9845.140179299104,10110.581092094539,10459.741646291768,0.0016265004493695538,162.6500449369554
000230,15230.615321923391,15472.424612876935,14965.673186634067,15789.096984515078,44778.91116544417,0.00041267290586409077,41.267290586409075
000240,17702.34718826406,17972.966585167072,17441.035044824777,17703.61043194784,255505.98207008964,0.0005578664782057111,55.78664782057111
000250,29500.603096984516,30287.277913610433,28766.42216788916,29508.557457212715,393076.54930725344,0.0013170252334390497,131.70252334390497
000270,38818.704156479216,39338.63080684597,38335.98207008965,38837.40831295843,1224844.8834555827,0.0003918247418420063,39.18247418420063
000300,924.0562347188264,940.4197229013855,907.439282803586,922.4898125509372,840856.4474327628,0.0006957769775619671,69.57769775619671
000320,14235.044824775876,14397.701711491443,14009.722901385494,14218.492257538712,12969.516707416464,0.00025441227981869337,25.441227981869336
000325,18060.676446617766,18404.31947840261,17691.075794621025,18052.73023634882,3308.4955175224122,0.0006276385737447446,62.763857374474455
000370,5810.036674816626,5884.264058679707,5722.867155664222,5806.530562347189,380975.7261613692,0.0005982546172330259,59.82546172330259
000390,7729.714751426243,7826.760391198044,7609.127954360229,7715.855745721271,114843.09698451508,0.0008280773474405776,82.80773474405775
000400,2524.148329258354,2560.4686226568865,2485.3830480847596,2521.7766911165445,522200.4400977995,0.0005718590671526535,57.185906715265354
000430,4198.410757946211,4265.713121434393,4132.18826405868,4195.289323553382,103988.33251833741,0.00046608672401968665,46.60867240196866
000440,7019.729421352893,7160.844335778321,6868.660961695192,7034.319478402608,62176.717196414014,0.0012929725589427216,129.29725589427215
000480,84334.96332518337,85080.84759576202,83511.8174409128,84319.8859005705,2792.8272208638955,0.00017369293053705125,17.369293053705125
000490,6939.824775876121,7057.860635696821,6803.911980440098,6922.555012224939,146612.30562347188,0.0007778324776360827,77.78324776360827
000500,21038.79380603097,21328.48410757946,20659.902200489,20981.58109209454,10769.956805215974,0.0004536156198982357,45.36156198982357
000520,8503.585167074165,8757.235533822331,8265.63325183374,8492.733496332517,139861.98777506113,0.0017309958711928725,173.09958711928726
000540,4274.087204563977,4338.981255093725,4197.465362673187,4266.255093724531,94622.22493887531,0.000511427424977519,51.1427424977519
000545,5652.375713121434,5847.351263243684,5471.60554197229,5635.338223308883,69006.67318663407,0.00226512536962069,226.51253696206902
000547,22539.853300733495,23238.060309698452,21863.814180929094,22472.73838630807,14953.581907090465,0.0020910845450163393,209.10845450163393
000590,70412.67318663407,71283.6185819071,69366.54441727791,70459.16870415647,1937.8728606356967,0.00048500732247348354,48.50073224734835
000640,124481.74409127954,126798.94050529748,122296.0065199674,125856.47921760392,23801.763651181744,0.0005229326934331049,52.29326934331049
000650,81186.43031784841,82147.18826405868,80107.33496332518,81001.95599022004,3328.6666666666665,0.0005852678446015376,58.526784460153756
000660,68342.1760391198,69266.58516707417,67379.7881010595,68293.23553382233,3668192.6601466993,0.000519061342778557,51.9061342778557
000670,834531.3773431133,846509.7799511002,823654.4417277913,834803.9934800325,1962.7008964955176,0.0003467290755630544,34.67290755630544
000680,2873.1377343113286,2907.681336593317,2822.726161369193,2865.431947840261,72359.837000815,0.0005647581983876238,56.475819838762376
000700,7035.114099429503,7151.756316218419,6898.447432762836,7026.251018744906,72892.27139364304,0.0005707531042060129,57.075310420601284
000720,42421.84841075795,43102.64140179299,41694.365118174406,42360.25916870416,916244.8736756316,0.0008361485917660827,83.61485917660828
000725,116061.89486552567,119680.20456397718,112698.44335778321,116628.81581092095,4581.145884270579,0.0028266056686240687,282.6605668624069
000760,18163.65118174409,18515.07742461288,17796.291768541156,18115.19967400163,4047.520782396088,0.0005286069499048283,52.860694990482834
000810,256808.88345558272,259797.47351263242,254081.49959250205,256982.88508557458,96117.49796251018,0.000299628353018564,29.9628353018564
000815,173269.76365118174,174939.934800326,171555.7457212714,173363.73268133658,7293.305623471882,0.00020086578062047486,20.086578062047487
000850,46149.348003259984,46617.929910350445,45589.52730236349,46153.830480847595,5117.158924205379,0.00022168170226883723,22.168170226883724
000860,29042.705786471066,29332.477587612062,28647.59576202119,29014.221678891605,10143.039934800327,0.0002084998420336309,20.84998420336309
000880,32885.60228198859,33341.86063569682,32417.00488997555,32866.39934800326,313741.19396903017,0.0005209048439427848,52.09048439427848
000885,27050.70171149144,27834.737571312144,26306.184189079053,27089.708231458844,42268.02363488183,0.0027267156085283083,272.67156085283085
00088K,15298.770571151985,15427.124878993223,15125.024201355276,15290.880929332043,80037.98935140368,0.00019517141387978768,19.517141387978768
000890,1202.6625916870416,1231.2493887530563,1179.1931540342298,1200.563977180114,5167693.778321109,0.0011707978763415543,117.07978763415544
000910,4551.740016299918,4663.0154849225755,4452.408312958435,4545.859820700896,875244.294213529,0.0015617506605086783,156.17506605086783
000950,24611.16544417278,25145.721271393642,24092.42868785656,24573.064384678077,7310.658516707416,0.0011365081218423804,113.65081218423803
000970,10105.354523227385,10311.9967400163,9920.855745721272,10093.553382233089,160950.47106764466,0.0006414498367372083,64.14498367372083
000990,19213.447432762838,19625.835370823144,18793.21108394458,19202.73023634882,670527.4392828036,0.00090013189541382,90.013189541382
000995,44777.79136104319,46128.64710676447,43379.50285248574,44831.45884270579,5431.542787286064,0.002035218485503317,203.5218485503317
001000,2421.5370823145886,2495.8353708231457,2361.4987775061127,2467.087204563977,819312.6397718012,0.001494695594917276,149.46955949172758
001020,5674.262428687856,5812.450692746536,5557.623471882641,5723.505297473513,2359790.401792991,0.0013279871248964375,132.79871248964375
001040,138919.2510187449,140832.64384678076,136939.4172779136,138849.17440912797,79686.91687041565,0.0004198606727743248,41.986067277432475
001045,61657.324368378155,62337.20211898941,60724.9054604727,61522.85493072535,9142.664221678891,0.0004041261484424229,40.41261484424229
00104K,59961.33720930233,60682.558139534885,59049.273255813954,60045.20348837209,18661.51453488372,0.000561495920006771,56.1495920006771
001060,37834.171149144255,38667.28850855746,37111.661776691115,37772.607986960065,237802.1206193969,0.0009508545025070799,95.08545025070799
001065,28248.83292583537,29157.78891605542,27439.04400977995,28171.737571312144,12660.24042379788,0.0015825367397721275,158.25367397721274
001067,42301.52811735941,43533.881010594945,41186.166259168705,42202.17033414833,5258.482477587612,0.0019379349330634205,193.79349330634204
001070,17438.72779136104,17690.9706601467,17105.48410757946,17519.364303178485,10355.81825590872,0.0005227557279623946,52.275572796239466
001080,17818.215158924206,18075.10187449063,17540.668296658518,17830.643846780767,11047.0065199674,0.00047539016707898553,47.539016707898554
001120,23933.65933170334,24290.81499592502,23578.78565607172,23926.82151589242,227808.5770171149,0.0006461332561742348,64.61332561742348
001130,173314.91442542788,175159.9837000815,171043.19478402607,173392.4205378973,3231.7392013039935,0.00026359950286985534,26.359950286985534
001140,1947.2208638956806,2022.9356153219235,1873.5721271393643,1949.4995925020376,656450.6356968215,0.002954022250885111,295.4022250885111
001200,2897.8158109209453,2941.5810920945396,2848.6226568867155,2896.039119804401,525866.7465362673,0.0006655440196556541,66.5544019655654
001210,7078.767726161369,7191.3740831295845,6943.150774246129,7094.337408312958,120449.26161369194,0.0010121634454936395,101.21634454936395
001230,8450.558272208638,8614.710676446617,8291.491442542787,8448.072534637327,570872.1377343113,0.0009473427951432889,94.73427951432889
001250,2747.0105949470253,2792.5639771801143,2702.518337408313,2742.970660146699,582568.7685411572,0.0006665468305593396,66.65468305593396
001260,11284.726976365118,11636.169519152405,10954.849225753871,11544.41727791361,141889.56560717197,0.002011174947935536,201.11749479355362
001270,21257.416462917685,21469.356153219233,21006.968215158926,21243.68378158109,7859.378973105135,0.00020702313457774126,20.702313457774125
001275,19470.619396903014,19564.588427057864,19299.877750611246,19448.533007334965,1576.7514262428688,0.00012031628586342861,12.031628586342862
001290,1575.1719641401794,1615.321108394458,1535.881010594947,1735.3903830480847,393570.79951100243,0.0011021282637886645,110.21282637886645
001340,2678.6593317033416,2729.9755501222494,2623.3007334963327,2675.7457212713934,1166794.966585167,0.0009410613357612309,94.10613357612309
001360,3893.3341483292584,3991.80358598207,3806.5778321108396,3888.154849225754,1665035.7685411572,0.0011778239118618585,117.78239118618585
001380,2855.99185004075,2945.6951915240425,2777.842705786471,2855.1149144254277,1020985.8541157295,0.001836455868636663,183.64558686366632
001390,16897.832110839445,17218.48410757946,16544.303178484108,16890.36674816626,133991.6446617767,0.0007878653450183443,78.78653450183442
001420,4272.62021189894,4382.224938875305,4164.641401792991,4266.515892420538,247636.3936430318,0.0014676398491982818,146.76398491982818
001430,21206.128769356153,21525.713121434394,20868.72860635697,21202.607986960065,87787.12469437653,0.0005929243849995591,59.292438499955914
001440,1367.3333333333333,1396.9804400977996,1338.3895680521598,1363.4661776691116,3212135.62999185,0.0012684693664071563,126.84693664071563
001450,33302.97473512632,33802.68948655257,32840.83129584352,33325.91687041565,284936.41320293397,0.00043254621902527607,43.25462190252761
001460,313145.8842705786,316209.4539527302,309561.12469437654,312819.8859005705,694.2746536267318,0.00021356156738547793,21.356156738547792
001465,150322.16788916054,152033.17033414834,148024.85737571312,150511.9804400978,500.41809290953546,0.0003482534416677787,34.825344166777874
001470,1963.4474327628361,2044.0546047269763,1889.960065199674,2316.026079869601,1335494.6177669112,0.0024392316898507274,243.92316898507275
001500,10180.83129584352,10292.444987775061,10046.764466177669,10177.726161369194,65209.54604726977,0.0003188545133910161,31.88545133910161
001510,919.3471882640587,933.599837000815,905.8435207823961,917.8875305623471,6750198.782396088,0.000748143095809796,74.8143095809796
001515,3342.5908720456396,3461.674001629992,3242.19641401793,3339.238793806031,399599.8076609617,0.002439435440376504,243.9435440376504
001520,2079.1475142624286,2114.2192339038306,2043.59739201304,2077.093724531377,1295885.0301548492,0.0007015687086302445,70.15687086302445
001525,10329.80032599837,10577.074164629177,10053.63488182559,10295.313773431133,10829.117359413203,0.001777892528539769,177.7892528539769
001527,12242.868785656072,12534.775876120619,11913.863080684596,12204.743276283618,5859.558272208639,0.002059759910037551,205.9759910037551
001529,27934.678076609616,28672.534637326815,27269.478402607987,27894.661776691115,4294.085574572127,0.001910550493618394,191.0550493618394
001530,63525.70252648737,64456.076609616954,62615.24775876121,63591.505297473515,7407.8141809290955,0.0004924650036314693,49.246500363146936
001540,13058.590057049714,13338.606356968216,12791.336593317033,13043.007334963326,132758.88019559902,0.0009354652703520253,93.54652703520253
001550,17307.66096169519,17813.96903015485,16867.58761206194,17284.0260798696,150466.64384678076,0.0017984397037727603,179.84397037727604
001560,6338.149959250204,6429.576202118989,6248.427057864711,6337.318663406683,16258.9902200489,0.0003122628076733956,31.22628076733956
001570,2770.6927465362674,2838.6837815810923,2701.760391198044,2774.270578647107,489467.9437652812,0.0013004463478504867,130.0446347850487
001620,1344.8247758761206,1368.0220048899755,1320.1369193154035,1342.8940505297473,374944.4295028525,0.0005790004995218166,57.90004995218166
001630,85423.7163814181,87124.2868785656,83760.14669926651,85415.07742461287,34449.62754686226,0.0007221657746477594,72.21657746477594
001680,25822.81988590057,26171.8826405868,25455.58272208639,25801.95599022005,172697.1727791361,0.00039918106695016945,39.918106695016945
001685,13501.670741646292,13658.101059494702,13309.918500407499,13494.547677261613,6192.839445802771,0.0002576223100254289,25.762231002542887
001720,53989.32355338223,54404.93072534637,53500.57049714751,53959.41320293399,5621.7832110839445,0.00013158968519490983,13.158968519490983
001725,50603.9119804401,50824.44987775061,50190.994295028526,50520.211898940506,2129.3072534637326,6.672543601704481e-05,6.672543601704481
001740,5806.886715566422,5880.4686226568865,5731.381418092909,5803.895680521598,1143896.8883455582,0.0003793258856845519,37.932588568455195
001745,72935.98207008965,75162.3879380603,70810.4726976365,72936.91931540343,8423.849225753871,0.002276207937560389,227.6207937560389
001750,7607.184189079055,7672.00488997555,7520.175224123879,7603.80195599022,29879.705786471066,0.0001929816609884118,19.29816609884118
001755,9456.699266503667,9670.301548492258,9232.118989405053,9437.057864710676,12009.19315403423,0.0012920876816441271,129.2087681644127
001770,19151.726976365117,19636.82314588427,18712.544417277913,19920.768541157293,19012.455582722087,0.001236329675526179,123.6329675526179
001780,3909.119804400978,3995.603096984515,3831.39771801141,3902.090464547677,1282439.4971475143,0.00128378071889504,128.378071889504
001790,2221.2347188264057,2248.999185004075,2186.8239608801955,2222.253463732681,14586.959250203749,0.00030111754191562495,30.111754191562493
001795,1307.8500407497963,1320.4425427872861,1292.9380603096984,1307.8614506927465,5179.026079869601,0.00043785781410359914,43.78578141035992
001799,23348.66156787763,23808.269598470364,22890.057361376672,23581.692160611856,3444.4101338432124,0.00114465804032362,114.46580403236202
001800,24645.236348818256,25004.961695191523,24284.977995110024,25473.80847595762,100828.56153219234,0.0004625266917409761,46.252669174097605
001810,2876.4303178484106,2920.749796251019,2829.865525672372,2875.3382233088832,185636.4327628362,0.0005319660581394463,53.19660581394463
001820,41041.66259168704,42007.23716381418,40118.712306438465,40979.57620211899,327251.7563162184,0.0011857185202651774,118.57185202651775
001840,5318.516707416463,5489.865525672371,5172.775061124695,5308.076609616952,814602.7416462918,0.002201926343656883,220.19263436568832
001880,17949.022004889976,18313.325183374083,17522.77913610432,17905.378973105133,25532.651996740016,0.0007328827364610569,73.2882736461057
001940,12837.729421352893,12993.973105134475,12643.740016299918,12879.128769356153,12005.976365118175,0.000280068657876036,28.0068657876036
002000,33589.54293628809,34320.567867036014,32958.03324099723,35515.02770083102,7801.058171745152,0.0009594640713758754,95.94640713758754
002005,28000.138504155126,28764.819944598337,27230.609418282547,30260.803324099725,2533.6149584487534,0.0017387199628185132,173.87199628185132
002020,42333.02363488183,43052.216788916056,41563.13773431133,42240.83944580277,85360.88997555012,0.0009004499925857482,90.04499925857482
002025,20364.37652811736,20654.39282803586,19999.59250203749,20355.827220863895,13019.504482477587,0.0010259569844018347,102.59569844018347
002030,107763.8956805216,109216.13691931541,106021.43439282803,107914.42542787286,3076.195599022005,0.00029524009628185553,29.524009628185553
002070,3978.072534637327,4081.0065199674,3880.1915240423796,4034.20619396903,959812.1939690302,0.0015370682819312773,153.70682819312773
002100,9498.80195599022,9761.503667481662,9274.017929910351,9485.99837000815,427261.0945395273,0.0015831540231756223,158.31540231756222
002140,3271.1532192339037,3387.5427872860637,3185.4604726976363,3271.230643846781,1753287.9405052974,0.0022449110245736544,224.49110245736543
002150,7002.856560717197,7147.4938875305625,6854.164629176854,6982.718011409943,226018.54360228198,0.0010464842561237217,104.64842561237217
002170,51203.21923390383,51818.500407497966,50457.94621026895,51189.11980440098,8493.103504482478,0.00029205488468717354,29.205488468717355
002200,19662.917685411572,19911.9804400978,19360.268948655255,19646.82151589242,9675.069274653626,0.00033516043746389707,33.516043746389705
002210,12142.885085574571,12590.647921760392,11821.695191524042,12131.075794621027,974705.5525672372,0.0020184707644839367,201.84707644839366
002220,2179.0,2211.0187449062755,2142.874490627547,2185.1466992665037,26264.106764466178,0.00039022472348543323,39.022472348543324
002230,5055.281173594132,5129.343928280358,4965.220048899755,5048.353708231459,137832.86715566422,0.0004465623236874905,44.65623236874905
002240,23866.39608801956,24208.550937245313,23552.54523227384,23881.94621026895,24159.00162999185,0.0004052479085006587,40.52479085006587
002250,25730.18181818182,26045.151515151516,25417.575757575756,27267.333333333332,19235.618181818183,0.00040906774654673404,40.906774654673406
002270,587925.989405053,595956.2224938875,579696.0130399348,595411.7905460473,3057.8198859005706,0.0003823180921718486,38.23180921718486
002290,3338.0562347188265,3416.7563162184188,3264.437652811736,3336.2673186634065,318675.3643031785,0.0010791674124184549,107.91674124184549
002300,23466.441441441442,23713.37837837838,23162.792792792792,23631.126126126128,14963.233333333334,0.00035150466993840135,35.15046699384013
002310,27382.925835370825,27905.54197229014,26820.78239608802,27370.0488997555,42129.11980440098,0.0006653863907203693,66.53863907203693
002320,33543.18092909535,34277.9804400978,32744.451507742462,33544.484922575386,133698.6185819071,0.001003520759732337,100.35207597323371
002350,10604.889975550122,10745.044824775876,10465.99837000815,10602.444987775061,166527.53382233088,0.0004212323396054281,42.12323396054281
002355,4459.722901385493,4490.167074164629,4416.638141809291,4459.79217603912,9958.823960880196,0.00015362556509690108,15.362556509690108
002360,1276.8859005704971,1299.9853300733496,1257.0896495517522,1274.8198859005704,2921444.664221679,0.0008182005774421022,81.82005774421022
002380,271985.38875305624,275650.63814180926,268539.0814995925,274626.6218418908,32058.784841075794,0.0005150608904426331,51.506089044263305
002390,28253.015484922576,28843.072534637326,27665.9739201304,28229.136104319477,84368.04645476773,0.0007569068190781687,75.69068190781687
002410,2585.012224938875,2661.854115729421,2519.718826405868,2612.4857375713123,506173.3773431133,0.001433439006917306,143.3439006917306
002420,6385.771801140994,6534.7074164629175,6231.366748166259,6835.692746536267,3706.6047269763653,0.001212331195639909,121.23311956399091
002450,2103.282803585982,2139.400162999185,2068.239608801956,2100.8166259168706,705808.336593317,0.0006160944004346729,61.609440043467295
002460,13316.348818255909,13484.107579462103,13126.617766911166,13310.83129584352,70646.23716381418,0.0003835135170005029,38.35135170005029
002550,28050.523560209425,28364.921465968586,27713.612565445026,29073.167539267015,259872.87958115182,0.0002777710980087526,27.77710980087526
002600,192297.06601466992,195176.85411572942,189266.91116544418,192213.52893235534,330.5452322738386,0.0005023267863659956,50.232678636599566
002620,31905.64955175224,32756.205378973104,31069.776691116545,33173.64466177669,99962.52485737571,0.0019104065715988686,191.04065715988688
002630,2402.842705786471,2472.21597392013,2344.18989405053,2404.0252648736755,4328032.991035045,0.001634286595525478,163.4286595525478
002680,2187.8443357783212,2241.947840260799,2131.3365933170335,2182.6650366748167,253116.11572942135,0.0009471517700521954,94.71517700521954
002690,3161.271393643032,3216.682966585167,3112.253463732681,3160.609616951915,106932.40994295028,0.0006509350388168106,65.09350388168106
002700,1720.961695191524,1752.6568867155663,1687.3838630806847,1719.8166259168704,2786878.8533007335,0.0008407051690857537,84.07051690857537
002710,2310.242053789731,2367.280358598207,2262.4189079054604,2312.1320293398535,365370.1988590057,0.0009530280435080362,95.30280435080363
002720,5145.760391198044,5307.794621026895,5010.055419722901,5135.173594132029,1031071.6691116544,0.001829043407350596,182.9043407350596
002760,1757.7180114099428,1813.0138549307253,1717.038304808476,1764.5044824775875,2536025.844335778,0.0015695711595515261,156.9571159551526
002780,2139.5142624286877,2191.466177669112,2091.807660961695,2275.7367563162184,416749.80521597393,0.0012024372929025399,120.243729290254
002785,4610.458842705786,4804.59576202119,4451.9706601467,4821.831295843521,97584.83944580278,0.002813003442411974,281.30034424119737
002787,10689.265688671556,11115.557457212713,10366.259168704157,11151.030154849226,46598.513447432764,0.002357448452973279,235.74484529732788
002790,103711.92257538713,105498.27628361859,101866.67400162999,103649.08883455583,145513.60146699267,0.0007083867854234274,70.83867854234275
002795,45953.76609616952,46600.837000814994,45128.286063569685,45871.7620211899,21410.537897310514,0.0006288285041032459,62.88285041032459
