date,nsi
20200915,107.99
20200916,108.28
20200917,111.33
20200918,111.52
20200919,113.2
20200920,116.23
20200921,116.25
20200922,115.38
20200923,113.92
20200924,113.48
20200925,110.92
20200926,111.96
20200927,110.53
20200928,111.47
20200929,112.48
20200930,111.72
20201001,108.51
20201002,112.43
20201003,109.26
20201004,111.2
20201005,111.98
20201006,112.27
20201007,113.57
20201008,115.54
20201009,117.39
20201010,117.28
20201011,117.08
20201012,116.62
20201013,115.48
20201014,115.39
20201015,115.48
20201016,113.25
20201017,113.87
20201018,113.48
20201019,113.35
20201020,114.45
20201021,115.63
20201022,116.11
20201023,115.91
20201024,119.6
20201025,120.02
20201026,121.6
20201027,121.57
20201028,121.25
20201029,122.67
20201030,125.11
20201031,124.07
20201101,124.03
20201102,123.72
20201103,124.66
20201104,126.98
20201105,127.77
20201106,127.69
20201107,129.17
20201108,130.17
20201109,129.18
20201110,130.04
20201111,129.52
20201112,128.38
20201113,127.38
20201114,127.37
20201115,126.83
20201116,127.7
20201117,126.24
20201118,124.54
20201119,125.33
20201120,124.01
20201121,121.91
20201122,120.97
20201123,119.77
20201124,120.77
20201125,124.01
20201126,122.95
20201127,124.28
20201128,125.33
20201129,125.39
20201130,124.3
20201201,121.92
20201202,120.87
20201203,122.51
20201204,124.85
20201205,127.96
20201206,127.49
20201207,128.81
20201208,131.28
20201209,131.58
20201210,129.78
20201211,126.39
20201212,123.07
20201213,124.54
20201214,125.39
20201215,122.6
20201216,120.67
20201217,119.96
20201218,120.46
20201219,120.62
20201220,119.16
20201221,118.95
20201222,120.94
20201223,119.51
20201224,120.55
20201225,121.21
20201226,119.45
20201227,119.92
20201228,119.93
20201229,118.98
20201230,120.49
20201231,119.4
