,stckIssuCmpyNm,isinCdNm,dvdnBasDt,cashDvdnPayDt,stckGenrDvdnAmt,stckGenrCashDvdnRt,stckGenrDvdnRt,cashGrdnDvdnRt,stckGrdnDvdnRt,basDt
0,Test,Test,0,0.0,0,0,0.0,0.0,0.0,Test
1,동화약품,,19900331,,0,12,,,,
2,동화약품,,19910331,,0,2,,,,
3,동화약품,,19920331,,0,2,,,,
4,동화약품,,19930331,,0,2,,,,
5,동화약품,,19940331,,0,2,,,,
6,동화약품,,19950331,,0,10,,,,
7,동화약품,,19950331,,0,0,,,,
8,동화약품,,19960331,,0,2,,,,
9,동화약품,,19970331,,0,3,,,,
10,동화약품,,19980331,,0,1,,,,
11,동화약품,,19990331,,0,1,,,,
12,동화약품,,20000331,,0,1,,,,
13,동화약품,,20000331,,0,0,,,,
14,동화약품,,20010331,,0,2,,,,
15,동화약품,,20020331,,0,8,,,,
16,동화약품,,20030331,,500,10,,,,
17,동화약품,,20040331,,500,10,,,,
18,동화약품,,20050331,,500,10,,,,
19,동화약품,,20060331,,500,10,,,,
20,동화약품,,20070331,,600,12,,,,
21,동화약품,,20080331,,700,14,,,,
22,동화약품,,20090331,,750,15,,,,
23,동화약품,,20091231,,100,10,,,,
24,동화약품,,20101231,,100,10,,,,
25,동화약품,,20111231,,100,10,,,,
26,동화약품,,20121231,,80,8,,,,
27,동화약품,,20131231,,70,7,,,,
28,동화약품,,20141231,,80,8,,,,
29,동화약품,,20151231,,80,8,,,,
30,동화약품,,20161231,,110,11,,,,
31,동화약품,,20171231,,150,15,,,,
32,동화약품,,20181231,,120,12,,,,
33,동화약품,,20191231,,120,12,,,,
34,동화약품,,20201231,,180,18,,,,
35,하이트진로,,19890930,,0,15,,,,
36,하이트진로,,19900930,,0,15,,,,
37,하이트진로,,19910930,,0,15,,,,
38,하이트진로,,19920930,,0,3,,,,
39,하이트진로,,19930930,,0,12,,,,
40,하이트진로,,19940930,,0,12,,,,
41,하이트진로,,19950930,,0,12,,,,
42,하이트진로,,19960930,,0,12,,,,
43,하이트진로,,19970930,,0,0,,,,
44,하이트진로,,19980930,,0,0,,,,
45,하이트진로,,19990930,,0,0,,,,
46,하이트진로,,20000930,,0,0,,,,
47,하이트진로,,20010930,,0,0,,,,
48,하이트진로홀딩스,,19861231,,0,1.1,,,,
49,하이트진로홀딩스,,19891231,,0,11,,,,
50,하이트진로홀딩스,,19901231,,0,11,,,,
51,하이트진로홀딩스,,19911231,,0,0,,,,
52,하이트진로홀딩스,,19921231,,0,5,,,,
53,하이트진로홀딩스,,19931231,,0,1,,,,
54,하이트진로홀딩스,,19941231,,0,0,,,,
55,하이트진로홀딩스,,19951231,,0,0,,,,
56,하이트진로홀딩스,,19961231,,0,4,,,,
57,하이트진로홀딩스,,19971231,,0,5,,,,
58,하이트진로홀딩스,,19981231,,0,0,,,,
59,하이트진로홀딩스,,19991231,,0,7,,,,
60,하이트진로홀딩스,,20001231,,0,16,,,,
61,하이트진로홀딩스,,20011231,,0,18,,,,
62,하이트진로홀딩스,,20021231,,1000,20,,,,
63,하이트진로홀딩스,,20031231,,1100,22,,,,
64,하이트진로홀딩스,,20041231,,1100,22,,,,
65,하이트진로홀딩스,,20051231,,1100,22,,,,
66,하이트진로홀딩스,,20061231,,1100,22,,,,
67,하이트진로홀딩스,,20071231,,1200,24,,,,
68,하이트진로홀딩스,,20081231,,300,6,,,,
69,하이트진로홀딩스,,20091231,,150,3,,,,
70,하이트진로홀딩스,,20101231,,150,3,,,,
71,하이트진로홀딩스,,20111231,,150,3,,,,
72,하이트진로홀딩스,,20121231,,350,7,,,,
73,하이트진로홀딩스,,20131231,,350,7,,,,
74,하이트진로홀딩스,,20141231,,450,9,,,,
75,하이트진로홀딩스,,20151231,,200,4,,,,
76,하이트진로홀딩스,,20161231,,200,4,,,,
77,하이트진로홀딩스,,20171231,,150,3,,,,
78,하이트진로홀딩스,,20181231,,200,4,,,,
79,하이트진로홀딩스,,20191231,,350,7,,,,
80,하이트진로홀딩스,,20201231,,400,8,,,,
81,하이트진로홀딩스,,19891231,,0,12,,,,
82,하이트진로홀딩스,,19901231,,0,12,,,,
83,하이트진로홀딩스,,19911231,,0,0,,,,
84,하이트진로홀딩스,,19921231,,0,6,,,,
85,하이트진로홀딩스,,19931231,,0,2,,,,
86,하이트진로홀딩스,,19941231,,0,0,,,,
87,하이트진로홀딩스,,19951231,,0,0,,,,
88,하이트진로홀딩스,,19961231,,0,5,,,,
89,하이트진로홀딩스,,19971231,,0,6,,,,
90,하이트진로홀딩스,,19981231,,0,0,,,,
91,하이트진로홀딩스,,19991231,,0,8,,,,
92,하이트진로홀딩스,,20001231,,0,17,,,,
93,하이트진로홀딩스,,20011231,,0,19,,,,
94,하이트진로홀딩스,,20021231,,1050,21,,,,
95,하이트진로홀딩스,,20031231,,1150,23,,,,
96,하이트진로홀딩스,,20041231,,1150,23,,,,
97,하이트진로홀딩스,,20051231,,1150,23,,,,
98,하이트진로홀딩스,,20061231,,1150,23,,,,
99,하이트진로홀딩스,,20071231,,1250,25,,,,
100,하이트진로홀딩스,,20081231,,350,7,,,,
101,하이트진로홀딩스,,20091231,,200,4,,,,
102,하이트진로홀딩스,,20101231,,200,4,,,,
103,하이트진로홀딩스,,20111231,,200,4,,,,
104,하이트진로홀딩스,,20121231,,400,8,,,,
105,하이트진로홀딩스,,20131231,,400,8,,,,
106,하이트진로홀딩스,,20141231,,500,10,,,,
107,하이트진로홀딩스,,20151231,,250,5,,,,
108,하이트진로홀딩스,,20161231,,250,5,,,,
109,하이트진로홀딩스,,20171231,,200,4,,,,
110,하이트진로홀딩스,,20181231,,250,5,,,,
111,하이트진로홀딩스,,20191231,,400,8,,,,
112,하이트진로홀딩스,,20201231,,450,9,,,,
113,하이트진로,,20020930,,0,0,,,,
114,하이트진로,,20091231,,2000,40,,,,
115,하이트진로,,20101231,,1500,30,,,,
116,하이트진로,,20111231,,1250,25,,,,
117,하이트진로,,20121231,,1250,25,,,,
118,하이트진로,,20131231,,1100,22,,,,
119,하이트진로,,20141231,,1000,20,,,,
120,하이트진로,,20151231,,1000,20,,,,
121,하이트진로,,20161231,,900,18,,,,
122,하이트진로,,20171231,,800,16,,,,
123,하이트진로,,20181231,,800,16,,,,
124,하이트진로,,20191231,,700,14,,,,
125,하이트진로,,20201231,,750,15,,,,
126,하이트진로,,19890930,,0,0,,,,
127,하이트진로,,19900930,,0,16,,,,
128,하이트진로,,19910930,,0,16,,,,
129,하이트진로,,19920930,,0,4,,,,
130,하이트진로,,19930930,,0,13,,,,
131,하이트진로,,19940930,,0,13,,,,
132,하이트진로,,19950930,,0,13,,,,
133,하이트진로,,19960930,,0,13,,,,
134,하이트진로,,19970930,,0,0,,,,
135,하이트진로,,19980930,,0,0,,,,
136,하이트진로,,19990930,,0,0,,,,
137,하이트진로,,20000930,,0,0,,,,
138,하이트진로,,20010930,,0,0,,,,
139,하이트진로,,20020930,,0,0,,,,
140,하이트진로,,20091231,,2050,41,,,,
141,하이트진로,,20101231,,1550,31,,,,
142,하이트진로,,20111231,,1300,26,,,,
143,하이트진로,,20121231,,1300,26,,,,
144,하이트진로,,20131231,,1150,23,,,,
145,하이트진로,,20141231,,1050,21,,,,
146,하이트진로,,20151231,,1050,21,,,,
147,하이트진로,,20161231,,950,19,,,,
148,하이트진로,,20171231,,850,17,,,,
149,하이트진로,,20181231,,850,17,,,,
150,하이트진로,,20191231,,0,15,,,,
151,하이트진로,,20201231,,800,16,,,,
152,하이트진로,,20111231,,1300,26,,,,
153,하이트진로,,20121231,,1300,26,,,,
154,하이트진로,,20131231,,1150,23,,,,
155,하이트진로,,20141231,,1050,21,,,,
156,하이트진로,,20151231,,1050,21,,,,
157,하이트진로,,20161231,,950,19,,,,
158,하이트진로,,20171231,,850,17,,,,
159,하이트진로,,20181231,,850,17,,,,
160,하이트진로,,20191231,,0,15,,,,
161,하이트진로,,20201231,,0,16,,,,
162,성창기업지주,,20091231,,0,0,,,,
163,성창기업지주,,20111231,,500,10,,,,
164,성창기업지주,,20151231,,300,6,,,,
165,성창기업지주,,20161231,,10,2,,,,
166,성창기업지주,,20181231,,0,0,,,,
167,성창기업지주,,20191231,,0,0,,,,
168,성창기업지주,,20201231,,0,0,,,,
169,성창기업지주,,19880930,,0,10,,,,
170,성창기업지주,,19890930,,0,10,,,,
171,성창기업지주,,19900930,,0,10,,,,
172,성창기업지주,,19910930,,0,10,,,,
173,성창기업지주,,19920930,,0,10,,,,
174,성창기업지주,,19930930,,0,10,,,,
175,성창기업지주,,19940930,,0,10,,,,
176,성창기업지주,,19950930,,0,10,,,,
177,성창기업지주,,19960930,,0,0,,,,
178,성창기업지주,,19970930,,0,0,,,,
179,성창기업지주,,19980930,,0,0,,,,
180,성창기업지주,,19990930,,0,0,,,,
181,성창기업지주,,20000930,,0,0,,,,
182,성창기업지주,,20010930,,0,0,,,,
183,성창기업지주,,20020930,,0,0,,,,
184,성창기업지주,,20030930,,0,0,,,,
185,성창기업지주,,20040930,,400,8,,,,
186,성창기업지주,,20050930,,250,5,,,,
187,성창기업지주,,20060930,,300,6,,,,
188,성창기업지주,,20070930,,300,6,,,,
189,성창기업지주,,20071231,,0,0,,,,
190,성창기업지주,,20081231,,0,0,,,,
191,중앙에너비스,,19930930,,0,0,,,,
192,중앙에너비스,,19940930,,0,0,,,,
193,중앙에너비스,,19950930,,0,0,,,,
194,중앙에너비스,,19960930,,0,0,,,,
195,중앙에너비스,,19970930,,0,20,,,,
196,중앙에너비스,,19980930,,0,20,,,,
197,중앙에너비스,,19990930,,0,30,,,,
198,중앙에너비스,,20000930,,0,11,,,,
199,중앙에너비스,,20010930,,0,15,,,,
200,중앙에너비스,,20020930,,0,16,,,,
201,중앙에너비스,,20030930,,800,16,,,,
202,중앙에너비스,,20040930,,800,16,,,,
203,중앙에너비스,,20050930,,800,16,,,,
204,중앙에너비스,,20060930,,800,16,,,,
205,중앙에너비스,,20070930,,700,14,,,,
206,중앙에너비스,,20080930,,700,14,,,,
207,중앙에너비스,,20090930,,700,14,,,,
208,중앙에너비스,,20100930,,1050,21,,,,
209,중앙에너비스,,20110930,,800,32,,,,
210,중앙에너비스,,20120930,,800,32,,,,
211,중앙에너비스,,20130930,,800,32,,,,
212,중앙에너비스,,20140930,,800,32,,,,
213,중앙에너비스,,20141231,,200,8,,,,
214,중앙에너비스,,20151231,,800,32,,,,
215,중앙에너비스,,20161231,,800,32,,,,
216,중앙에너비스,,20171231,,880,35.2,,,,
217,중앙에너비스,,20181231,,160,32,,,,
218,중앙에너비스,,20191231,,160,32,,,,
219,중앙에너비스,,20201231,,480,96,,,,
220,영풍제지,,19970630,,0,10,,,,
221,영풍제지,,19980630,,0,5,,,,
222,영풍제지,,19990630,,0,12,,,,
223,영풍제지,,20000630,,0,10,,,,
224,영풍제지,,20010630,,0,8,,,,
225,영풍제지,,20020630,,0,12,,,,
226,영풍제지,,20021231,,300,6,,,,
227,영풍제지,,20031231,,900,18,,,,
228,영풍제지,,20041231,,1000,20,,,,
229,영풍제지,,20051231,,1000,20,,,,
230,영풍제지,,20061231,,1000,20,,,,
231,영풍제지,,20071231,,1000,20,,,,
232,영풍제지,,20081231,,250,5,,,,
233,영풍제지,,20091231,,250,5,,,,
234,영풍제지,,20101231,,100,2,,,,
235,영풍제지,,20111231,,250,5,,,,
236,영풍제지,,20121231,,2000,40,,,,
237,영풍제지,,20131231,,2000,40,,,,
238,영풍제지,,20141231,,2000,40,,,,
239,영풍제지,,20151231,,40,8,,,,
240,영풍제지,,20161231,,45,9,,,,
241,영풍제지,,20171231,,40,8,,,,
242,영풍제지,,20181231,,40,8,,,,
243,영풍제지,,20191231,,40,8,,,,
244,영풍제지,,20201231,,40,8,,,,
245,영풍,,19891231,,0,12,,,,
246,영풍,,19901231,,0,12,,,,
247,영풍,,19911231,,0,5,,,,
248,영풍,,19921231,,0,12,,,,
249,영풍,,19931231,,0,12,,,,
250,영풍,,19941231,,0,12,,,,
251,영풍,,19951231,,0,15,,,,
252,영풍,,19961231,,0,15,,,,
253,영풍,,19971231,,0,10,,,,
254,영풍,,19981231,,0,15,,,,
255,영풍,,19991231,,0,20,,,,
256,영풍,,20001231,,0,20,,,,
257,영풍,,20011231,,0,20,,,,
258,영풍,,20021231,,0,20,,,,
259,영풍,,20031231,,1000,20,,,,
260,영풍,,20041231,,1000,20,,,,
261,영풍,,20051231,,1000,20,,,,
262,영풍,,20061231,,2000,40,,,,
263,영풍,,20071231,,2000,40,,,,
264,영풍,,20081231,,2500,50,,,,
265,영풍,,20091231,,2500,50,,,,
266,영풍,,20101231,,2500,50,,,,
267,영풍,,20111231,,8750,175,,,,
268,영풍,,20121231,,7500,150,,,,
269,영풍,,20131231,,7500,150,,,,
270,영풍,,20141231,,7500,150,,,,
271,영풍,,20151231,,9750,195,,,,
272,영풍,,20161231,,10000,200,,,,
273,영풍,,20171231,,10000,200,,,,
274,영풍,,20181231,,10000,200,,,,
275,영풍,,20191231,,10000,200,,,,
276,영풍,,20201231,,10000,200,,,,
277,영풍정밀,,19991231,,0,10,,,,
278,영풍정밀,,20001231,,0,10,,,,
279,영풍정밀,,20011231,,0,10,,,,
280,영풍정밀,,20021231,,0,10,,,,
281,영풍정밀,,20031231,,600,12,,,,
282,영풍정밀,,20041231,,600,12,,,,
283,영풍정밀,,20051231,,600,12,,,,
284,영풍정밀,,20061231,,600,12,,,,
285,영풍정밀,,20071231,,700,14,,,,
286,영풍정밀,,20081231,,70,14,,,,
287,영풍정밀,,20091231,,75,15,,,,
288,영풍정밀,,20101231,,80,16,,,,
289,영풍정밀,,20111231,,80,16,,,,
290,영풍정밀,,20121231,,80,16,,,,
291,영풍정밀,,20131231,,80,16,,,,
292,영풍정밀,,20141231,,100,20,,,,
293,영풍정밀,,20151231,,180,36,,,,
294,영풍정밀,,20161231,,180,36,,,,
295,영풍정밀,,20171231,,200,40,,,,
296,영풍정밀,,20181231,,250,50,,,,
297,영풍정밀,,20191231,,300,60,,,,
298,영풍정밀,,20201231,,350,70,,,,
299,영풍산업,,19871231,,0,12,,,,
300,영풍산업,,19881231,,0,12,,,,
301,영풍산업,,19891231,,0,10,,,,
302,영풍산업,,19901231,,0,10,,,,
303,영풍산업,,19911231,,0,10,,,,
304,영풍산업,,19921231,,0,0,,,,
305,영풍산업,,19931231,,0,2,,,,
306,영풍산업,,19941231,,0,2,,,,
307,영풍산업,,19951231,,0,2,,,,
308,영풍산업,,19961231,,0,2,,,,
309,영풍산업,,19971231,,0,3,,,,
310,영풍산업,,19981231,,0,5,,,,
311,영풍산업,,19991231,,0,3,,,,
312,영풍산업,,20001231,,0,0,,,,
313,영풍산업,,20011231,,0,3,,,,
314,영풍산업,,20021231,,100,2,,,,
315,영풍산업,,20031231,,0,0,,,,
316,영풍산업,,19951231,,0,3,,,,
317,영풍산업,,19961231,,0,3,,,,
318,영풍산업,,19971231,,0,4,,,,
319,영풍산업,,19981231,,0,6,,,,
320,영풍산업,,19991231,,0,4,,,,
321,영풍산업,,20001231,,0,0,,,,
322,영풍산업,,20011231,,0,4,,,,
323,영풍산업,,20021231,,150,3,,,,
324,영풍산업,,20031231,,0,0,,,,
325,영풍산업,,19991231,,0,5,,,,
326,영풍산업,,20001231,,0,0,,,,
327,영풍산업,,20011231,,0,10,,,,
328,영풍산업,,20021231,,250,5,,,,
329,영풍산업,,20031231,,0,0,,,,
330,유수홀딩스,,19891231,,0,0,,,,
331,유수홀딩스,,19901231,,0,0,,,,
332,유수홀딩스,,19911231,,0,0,,,,
333,유수홀딩스,,19921231,,0,0,,,,
334,유수홀딩스,,19931231,,0,0,,,,
335,유수홀딩스,,19941231,,0,0,,,,
336,유수홀딩스,,19951231,,0,0,,,,
337,유수홀딩스,,19961231,,0,0,,,,
338,유수홀딩스,,19971231,,0,0,,,,
339,유수홀딩스,,19981231,,0,0,,,,
340,유수홀딩스,,19991231,,0,10,,,,
341,유수홀딩스,,20001231,,0,10,,,,
342,유수홀딩스,,20011231,,0,7,,,,
343,유수홀딩스,,20021231,,250,5,,,,
344,유수홀딩스,,20031231,,750,15,,,,
345,유수홀딩스,,20041231,,1000,20,,,,
346,유수홀딩스,,20051231,,1000,20,,,,
347,유수홀딩스,,20061231,,1000,20,,,,
348,유수홀딩스,,20071231,,750,15,,,,
349,유수홀딩스,,20081231,,500,10,,,,
350,유수홀딩스,,20091231,,0,0,,,,
351,유수홀딩스,,20101231,,250,5,,,,
352,유수홀딩스,,20121231,,0,0,,,,
353,유수홀딩스,,20131231,,0,0,,,,
354,유수홀딩스,,20141231,,0,0,,,,
355,유수홀딩스,,20151231,,75,3,,,,
356,유수홀딩스,,20161231,,50,2,,,,
357,유수홀딩스,,20171231,,0,0,,,,
358,유수홀딩스,,20181231,,0,0,,,,
359,유수홀딩스,,20191231,,0,0,,,,
360,유수홀딩스,,20201231,,500,20,,,,
361,신라섬유,,19981231,,0,0,,,,
362,신라섬유,,19991231,,0,0,,,,
363,신라섬유,,20001231,,0,0,,,,
364,신라섬유,,20011231,,0,0,,,,
365,신라섬유,,20021231,,0,0,,,,
366,신라섬유,,20031231,,0,0,,,,
367,신라섬유,,20041231,,0,0,,,,
368,신라섬유,,20051231,,0,0,,,,
369,신라섬유,,20061231,,0,0,,,,
370,신라섬유,,20071231,,0,0,,,,
371,신라섬유,,20081231,,0,0,,,,
372,신라섬유,,20091231,,0,0,,,,
373,신라섬유,,20161231,,0,0,,,,
374,신라섬유,,19941231,,0,0,,,,
375,신라섬유,,19951231,,0,0,,,,
376,신라섬유,,19961231,,0,0,,,,
377,신라섬유,,19971231,,0,0,,,,
378,페이퍼코리아,,19891231,,0,12,,,,
379,페이퍼코리아,,19901231,,0,5,,,,
380,페이퍼코리아,,19911231,,0,2,,,,
381,페이퍼코리아,,19921231,,0,0,,,,
382,페이퍼코리아,,19931231,,0,0,,,,
383,페이퍼코리아,,19941231,,0,0,,,,
384,페이퍼코리아,,19951231,,0,0,,,,
385,페이퍼코리아,,19961231,,0,1.5,,,,
386,페이퍼코리아,,19971231,,0,0,,,,
387,페이퍼코리아,,19981231,,0,0,,,,
388,페이퍼코리아,,19991231,,0,0,,,,
389,페이퍼코리아,,20001231,,0,0,,,,
390,페이퍼코리아,,20011231,,0,0,,,,
391,페이퍼코리아,,20021231,,0,0,,,,
392,페이퍼코리아,,20031231,,0,0,,,,
393,페이퍼코리아,,20041231,,100,2,,,,
394,페이퍼코리아,,20051231,,100,2,,,,
395,페이퍼코리아,,20061231,,250,5,,,,
396,페이퍼코리아,,20071231,,200,4,,,,
397,페이퍼코리아,,20081231,,0,0,,,,
398,페이퍼코리아,,20091231,,0,0,,,,
399,페이퍼코리아,,20121231,,0,0,,,,
400,페이퍼코리아,,20131231,,0,0,,,,
401,페이퍼코리아,,20141231,,0,0,,,,
402,페이퍼코리아,,20151231,,0,0,,,,
403,페이퍼코리아,,20161231,,0,0,,,,
404,페이퍼코리아,,20171231,,0,0,,,,
405,페이퍼코리아,,20181231,,0,0,,,,
406,페이퍼코리아,,20191231,,0,0,,,,
407,페이퍼코리아,,20201231,,0,0,,,,
408,대한방직,,19900731,,0,12,,,,
409,대한방직,,19910731,,0,11,,,,
410,대한방직,,19920731,,0,12,,,,
411,대한방직,,19930731,,0,0,,,,
412,대한방직,,19940731,,0,0,,,,
413,대한방직,,19950731,,0,0,,,,
414,대한방직,,19960731,,0,0,,,,
415,대한방직,,19970731,,0,0,,,,
416,대한방직,,19980731,,0,0,,,,
417,대한방직,,19990731,,0,0,,,,
418,대한방직,,20000731,,0,0,,,,
419,대한방직,,20001231,,0,0,,,,
420,대한방직,,20011231,,0,0,,,,
421,대한방직,,20021231,,0,0,,,,
422,대한방직,,20031231,,0,0,,,,
423,대한방직,,20041231,,0,0,,,,
424,대한방직,,20051231,,1000,20,,,,
425,대한방직,,20061231,,0,0,,,,
426,대한방직,,20071231,,0,0,,,,
427,대한방직,,20081231,,0,0,,,,
428,대한방직,,20091231,,0,0,,,,
429,대한방직,,20121231,,0,0,,,,
430,대한방직,,20131231,,0,0,,,,
431,대한방직,,20141231,,0,0,,,,
432,대한방직,,20151231,,0,0,,,,
433,대한방직,,20161231,,0,0,,,,
434,대한방직,,20171231,,0,0,,,,
435,대한방직,,20181231,,300,30,,,,
436,대한방직,,20191231,,0,0,,,,
437,대한방직,,20201231,,0,0,,,,
438,부국증권,,19890331,,0,0,,,,
439,부국증권,,19900331,,0,5,,,,
440,부국증권,,19910331,,0,3,,,,
441,부국증권,,19920331,,0,2,,,,
442,부국증권,,19930331,,0,3,,,,
443,부국증권,,19940331,,0,3,,,,
444,부국증권,,19950331,,0,3,,,,
445,부국증권,,19960331,,0,2,,,,
446,부국증권,,19970331,,0,7,,,,
447,부국증권,,19980331,,0,0,,,,
448,부국증권,,19990331,,0,2,,,,
449,부국증권,,20000331,,0,30,,,,
450,부국증권,,20010331,,0,15,,,,
451,부국증권,,20020331,,0,20,,,,
452,부국증권,,20030331,,0,0,,,,
453,부국증권,,20040331,,500,10,,,,
454,부국증권,,20050331,,0,0,,,,
455,부국증권,,20060331,,1000,20,,,,
456,부국증권,,20070331,,850,17,,,,
457,부국증권,,20080331,,1000,20,,,,
458,부국증권,,20090331,,1000,20,,,,
459,부국증권,,20100331,,1000,20,,,,
460,부국증권,,20110331,,1000,20,,,,
461,부국증권,,20120331,,1000,20,,,,
462,부국증권,,20130331,,500,10,,,,
463,부국증권,,20140331,,350,7,,,,
464,부국증권,,20141231,,1000,20,,,,
465,부국증권,,20151231,,1200,24,,,,
466,부국증권,,20161231,,1200,24,,,,
467,부국증권,,20171231,,1200,24,,,,
468,부국증권,,20181231,,1200,24,,,,
469,부국증권,,20191231,,1200,24,,,,
470,부국증권,,20201231,,1200,24,,,,
471,부국증권,,19910331,,0,4,,,,
472,부국증권,,19920331,,0,3,,,,
473,부국증권,,19930331,,0,4,,,,
474,부국증권,,19940331,,0,4,,,,
475,부국증권,,19950331,,0,4,,,,
476,부국증권,,19960331,,0,3,,,,
477,부국증권,,19970331,,0,8,,,,
478,부국증권,,19980331,,0,0,,,,
479,부국증권,,19990331,,0,3,,,,
480,부국증권,,20000331,,0,31,,,,
481,부국증권,,20010331,,0,16,,,,
482,부국증권,,20020331,,0,21,,,,
483,부국증권,,20030331,,50,1,,,,
484,부국증권,,20040331,,550,11,,,,
485,부국증권,,20050331,,50,1,,,,
486,부국증권,,20060331,,1050,21,,,,
487,부국증권,,20070331,,900,18,,,,
488,부국증권,,20080331,,1050,21,,,,
489,부국증권,,20090331,,1050,21,,,,
490,부국증권,,20100331,,1050,21,,,,
491,부국증권,,20110331,,1050,21,,,,
492,부국증권,,20120331,,1050,21,,,,
493,부국증권,,20130331,,550,11,,,,
494,부국증권,,20140331,,400,8,,,,
495,부국증권,,20141231,,1050,21,,,,
496,부국증권,,20151231,,1250,25,,,,
497,부국증권,,20161231,,1250,25,,,,
498,부국증권,,20171231,,1250,25,,,,
499,부국증권,,20181231,,1250,25,,,,
500,부국증권,,20191231,,1250,25,,,,
501,부국증권,,20201231,,1250,25,,,,
502,상상인증권,,20080331,,0,0,,,,
503,상상인증권,,20090331,,0,0,,,,
504,상상인증권,,20100331,,80,8,,,,
505,상상인증권,,20110331,,50,5,,,,
506,상상인증권,,20120331,,60,6,,,,
507,상상인증권,,20131231,,0,0,,,,
508,상상인증권,,20171231,,0,0,,,,
509,상상인증권,,20181231,,0,0,,,,
510,상상인증권,,20191231,,0,0,,,,
511,상상인증권,,20201231,,0,0,,,,
512,상상인증권,,19900331,,0,5,,,,
513,상상인증권,,19910331,,0,4,,,,
514,상상인증권,,19920331,,0,3,,,,
515,상상인증권,,19930331,,0,5,,,,
516,상상인증권,,19940331,,0,8,,,,
517,상상인증권,,19950331,,0,8,,,,
518,상상인증권,,19960331,,0,5,,,,
519,상상인증권,,19970331,,0,6,,,,
520,상상인증권,,19980331,,0,0,,,,
521,상상인증권,,19990331,,0,0,,,,
522,상상인증권,,20000331,,0,70,,,,
523,상상인증권,,20010331,,0,0,,,,
524,상상인증권,,20020331,,0,0,,,,
525,상상인증권,,20030331,,0,0,,,,
526,상상인증권,,20040331,,0,0,,,,
527,상상인증권,,20050331,,0,0,,,,
528,상상인증권,,20060331,,0,0,,,,
529,상상인증권,,20070331,,0,0,,,,
530,현대해상화재보험,,19900331,,0,13,,,,
531,현대해상화재보험,,19910331,,0,10,,,,
532,현대해상화재보험,,19920331,,0,8,,,,
533,현대해상화재보험,,19930331,,0,8,,,,
534,현대해상화재보험,,19940331,,0,0,,,,
535,현대해상화재보험,,19950331,,0,5,,,,
536,현대해상화재보험,,19960331,,0,10,,,,
537,현대해상화재보험,,19970331,,0,0,,,,
538,현대해상화재보험,,19980331,,0,10,,,,
539,현대해상화재보험,,19990331,,0,15,,,,
540,현대해상화재보험,,20000331,,0,15,,,,
541,현대해상화재보험,,20010331,,0,0,,,,
542,현대해상화재보험,,20020331,,0,30,,,,
543,현대해상화재보험,,20030331,,1750,35,,,,
544,현대해상화재보험,,20040331,,2000,40,,,,
545,현대해상화재보험,,20050331,,250,50,,,,
546,현대해상화재보험,,20060331,,225,45,,,,
547,현대해상화재보험,,20070331,,200,40,,,,
548,현대해상화재보험,,20080331,,600,120,,,,
549,현대해상화재보험,,20090331,,500,100,,,,
550,현대해상화재보험,,20100331,,700,140,,,,
551,현대해상화재보험,,20110331,,700,140,,,,
552,현대해상화재보험,,20120331,,1350,270,,,,
553,현대해상화재보험,,20130331,,1050,210,,,,
554,현대해상화재보험,,20131231,,550,110,,,,
555,현대해상화재보험,,20141231,,750,150,,,,
556,현대해상화재보험,,20151231,,750,150,,,,
557,현대해상화재보험,,20161231,,1350,270,,,,
558,현대해상화재보험,,20171231,,1500,300,,,,
559,현대해상화재보험,,20181231,,1130,226,,,,
560,현대해상화재보험,,20191231,,880,176,,,,
561,현대해상화재보험,,20201231,,1000,200,,,,
562,BYC,,19881231,,0,16,,,,
563,BYC,,20141231,,800,16,,,,
564,BYC,,20151231,,850,17,,,,
565,BYC,,20161231,,800,16,,,,
566,BYC,,20171231,,850,17,,,,
567,BYC,,20181231,,1000,20,,,,
568,BYC,,20191231,,1100,22,,,,
569,BYC,,20201231,,1100,22,,,,
570,BYC,,19891231,,0,21,,,,
571,BYC,,19901231,,0,21,,,,
572,BYC,,19911231,,0,21,,,,
573,BYC,,19921231,,0,17,,,,
574,BYC,,19931231,,0,17,,,,
575,BYC,,19941231,,0,17,,,,
576,BYC,,19951231,,0,16,,,,
577,BYC,,19961231,,0,16,,,,
578,BYC,,19971231,,0,11,,,,
579,BYC,,19981231,,0,11,,,,
580,BYC,,19991231,,0,11,,,,
581,BYC,,20001231,,0,11,,,,
582,BYC,,20011231,,0,11,,,,
583,BYC,,20021231,,650,13,,,,
584,BYC,,20031231,,700,14,,,,
585,BYC,,20041231,,750,15,,,,
586,BYC,,20051231,,800,16,,,,
587,BYC,,20061231,,800,16,,,,
588,BYC,,20071231,,850,17,,,,
589,BYC,,20081231,,800,16,,,,
590,BYC,,20091231,,850,17,,,,
591,BYC,,20101231,,900,18,,,,
592,BYC,,20111231,,900,18,,,,
593,BYC,,20121231,,900,18,,,,
594,BYC,,20131231,,800,16,,,,
595,BYC,,20141231,,850,17,,,,
596,BYC,,20151231,,900,18,,,,
597,BYC,,20161231,,850,17,,,,
598,BYC,,20171231,,900,18,,,,
599,BYC,,20181231,,1050,21,,,,
600,BYC,,20191231,,1150,23,,,,
601,BYC,,20201231,,1150,23,,,,
602,BYC,,19891231,,0,20,,,,
603,BYC,,19901231,,0,20,,,,
604,BYC,,19911231,,0,20,,,,
605,BYC,,19921231,,0,16,,,,
606,BYC,,19931231,,0,16,,,,
